@relation 'Leukemia-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R61,131,202,204,294,349,395,408,492,548,614,671,675,876,893,895,914,955,1049,1103,1376,1380,1425,1494,1581,1685,1696,1736,1794,1872,1892,1894,2069,2145,2168,2259,2584,2675,2690,2713,2715,2751,2846,2861,2880,2935,2972,2980,3058,3085,3128,3193,3196,3229,3240,3256,3283,3295,3302,3356,3390,3410,3454,3542,3581,3583,3698,3735,3792,3823,3856,3882,4012,4031,4050,4094,4112,4159,4168,4328,4361,4438,4539,4557,4561,4592,4601,4719,4721,4958,4994,5038,5078,5080,5124,5144,5149-5150,5214,5222,5276,5296,5387,5395,5439,5541,5544,5548,5656,5691-5692,5784,5862,5940,5950,5995,6000,6126,6187,6352,6404,6420,6427,6485,6506,6557,6579,6685,6694,6780,6830,6988,7002,7024,7064,7077,7130'

@attribute AB000114_at numeric
@attribute AF002700_at numeric
@attribute D13630_at numeric
@attribute D13634_at numeric
@attribute D25215_at numeric
@attribute D29958_at numeric
@attribute D38503_at numeric
@attribute D38751_at numeric
@attribute D50920_at numeric
@attribute D70830_at numeric
@attribute D83657_at numeric
@attribute D86970_at numeric
@attribute D86975_at numeric
@attribute HG2810-HT2921_at numeric
@attribute HG315-HT315_at numeric
@attribute HG3175-HT3352_at numeric
@attribute HG3400-HT3579_at numeric
@attribute HG3985-HT4255_at numeric
@attribute J00124_at numeric
@attribute J04101_at numeric
@attribute L19779_at numeric
@attribute L20010_at numeric
@attribute L25270_at numeric
@attribute L34820_at numeric
@attribute L40402_at numeric
@attribute M11722_at numeric
@attribute M13149_at numeric
@attribute M15656_at numeric
@attribute M20777_at numeric
@attribute M26880_at numeric
@attribute M28825_at numeric
@attribute M28827_at numeric
@attribute M59964_at numeric
@attribute M64098_at numeric
@attribute M65085_at numeric
@attribute M81757_at numeric
@attribute U01317_cds1_at numeric
@attribute U07695_at numeric
@attribute U08377_at numeric
@attribute U09564_at numeric
@attribute U09579_at numeric
@attribute U11870_rna1_at numeric
@attribute U17714_at numeric
@attribute U18288_at numeric
@attribute U19345_at numeric
@attribute U24152_at numeric
@attribute U27193_at numeric
@attribute U28043_at numeric
@attribute U33017_at numeric
@attribute U34879_rna1_at numeric
@attribute U37689_at numeric
@attribute U42031_at numeric
@attribute U42387_at numeric
@attribute U44378_at numeric
@attribute U45973_at numeric
@attribute U46689_at numeric
@attribute U48296_at numeric
@attribute U49070_at numeric
@attribute U49250_at numeric
@attribute U51711_at numeric
@attribute U53446_at numeric
@attribute U56244_at numeric
@attribute U58970_at numeric
@attribute U64444_at numeric
@attribute U66580_at numeric
@attribute U66615_at numeric
@attribute U75679_at numeric
@attribute U78524_at numeric
@attribute U79300_at numeric
@attribute U81600_at numeric
@attribute U83411_at numeric
@attribute U86136_at numeric
@attribute V01512_rna1_at numeric
@attribute X02404_at numeric
@attribute X03934_at numeric
@attribute X06745_at numeric
@attribute X07948_at numeric
@attribute X15187_at numeric
@attribute X15525_rna1_at numeric
@attribute X59417_at numeric
@attribute X61100_rna1_at numeric
@attribute X66401_cds1_at numeric
@attribute X74331_at numeric
@attribute X75546_at numeric
@attribute X75917_at numeric
@attribute X77533_at numeric
@attribute X78121_at numeric
@attribute X85133_at numeric
@attribute X85178_at numeric
@attribute Y07829_xpt3_at numeric
@attribute Y09858_at numeric
@attribute Y12556_at numeric
@attribute Z22534_at numeric
@attribute Z22536_at numeric
@attribute Z33905_at numeric
@attribute Z46788_at numeric
@attribute Z47553_at numeric
@attribute Z47727_at numeric
@attribute Z81326_at numeric
@attribute Z83804_at numeric
@attribute HG3859-HT4129_at numeric
@attribute L06133_at numeric
@attribute U17838_at numeric
@attribute U22815_at numeric
@attribute U96131_at numeric
@attribute Y00097_s_at numeric
@attribute X15331_s_at numeric
@attribute D10326_s_at numeric
@attribute D55643_s_at numeric
@attribute D89377_at numeric
@attribute D89377_s_at numeric
@attribute M58569_s_at numeric
@attribute U10687_s_at numeric
@attribute J02683_s_at numeric
@attribute M29610_s_at numeric
@attribute X52979_rna1_s_at numeric
@attribute J05016_rna1_s_at numeric
@attribute L40386_s_at numeric
@attribute M27396_s_at numeric
@attribute Z26491_s_at numeric
@attribute X59303_s_at numeric
@attribute S68134_s_at numeric
@attribute U24056_s_at numeric
@attribute U29943_s_at numeric
@attribute U22431_s_at numeric
@attribute U40846_s_at numeric
@attribute U52077_s_at numeric
@attribute X89101_s_at numeric
@attribute X86428_s_at numeric
@attribute U34301_r_at numeric
@attribute J00146_at numeric
@attribute U18934_at numeric
@attribute X12953_at numeric
@attribute U22028_at numeric
@attribute L76568_xpt3_f_at numeric
@attribute U03735_f_at numeric
@attribute CLASS {ALL,AML}

@data
0.537961,0.20155,0.197122,0.419118,0.680608,0.887707,0.542857,0.717674,0.390244,0.975948,0.084438,0.034349,0.508393,0.033885,0.247436,0.202714,0.953621,0.383136,0.165692,0.60645,0.036875,0.265079,0.530139,0.402116,0.907895,0.039892,0,0.870775,0.537867,0.132789,0.056272,0.330564,0.800525,0.339813,0.245161,0.459877,0.677791,0.22263,0.48926,0.141392,0.008224,0.34886,0,0.352475,0.002237,0,0.37655,0.509066,0.786695,0.680498,0.349966,0.115605,0.770992,0.172507,0.028008,0.746089,0.3215,0.249263,0.061497,0.444444,0.201342,0.136842,0.009934,0.21497,0.463504,0.104685,0.187128,0.287245,0.686567,0.263528,0.883422,0.166065,0.007209,0.27541,0.02326,0.268065,0.183161,0.338664,0.328947,0.208771,0.357895,0.085942,0.250883,0.60252,1,0.671216,0.788136,0.557895,0.94152,0.769732,0.143629,0.750554,0.76264,0.127846,0.580825,0.198511,0.305842,0.347054,0.365338,0.327434,0.498316,0.527273,0.38834,0.555556,0.239852,0.040486,0.163321,0.967583,0.473786,0.505007,0.364985,0.583333,0.131373,0.221655,1,0.396326,0.18228,0.196937,0.608532,0.083074,0.289492,0.271698,0.023188,0.741538,0.229349,0.281596,0.317972,0.544371,0.682438,0.259259,0.5,0.555556,0.149822,0.644967,0.198207,0.410609,AML
0.520607,0.141473,0.521343,0.393382,0.705323,0.791962,0.474286,0.700842,0.48337,0.786309,0.147304,0.150591,0.330935,0.01182,0.316667,0.238338,0.868488,0.522189,0.376218,0.702267,0.10188,0.415556,0.650318,0.063492,0.789474,0.017836,0.550532,0.920477,0.55796,0.208121,0.104213,0.447478,0.677165,0.289417,0.26129,0.173341,0.550364,0,0.625298,0.102564,0.148026,0.359762,0.59,0.221782,0.194631,0.112103,0.401353,0.467225,0.666315,0.904564,0.207687,0.059656,0.740458,0.501348,0.644176,0.66065,0.61286,0.433707,0.378342,0.477477,0.248322,0.137895,0.372848,0.375449,0.427007,0.186813,0.197855,0.367631,0.452736,0.238636,0.887207,0.350181,0.272094,0.616393,0.335429,0.24359,0.233383,0.828159,0.36336,0.127938,0.354386,0.101061,0.162544,0.474227,0.691057,0.379653,0.596045,0.57193,0.849415,0.756698,0.192225,0.881181,0.879213,0.273205,0.666667,0.389578,0.38488,0.165456,0.184703,0.424779,0.656566,0.560606,0.300395,0.514815,0.359779,0.1947,0.475821,0.814188,0.403883,0.41917,0.243323,0.587719,0.443137,0.20531,0.073048,0.571716,0.315463,0.231674,0.498118,0.075409,0.689631,0.360377,0.204831,0.467692,0.59114,0.507761,0.431644,0.116556,0.748998,0.535494,0.774691,0.369281,0.368609,0.766149,0.093127,0.514735,ALL
0.501085,0.668605,0.277698,0.356618,0.454373,0.673759,0.6,0.540168,0.621582,0.718779,0.259168,0.244995,0.544365,0.416864,0.066667,0.487701,0.736341,0.428994,0.725146,0.659032,0.346985,0.607937,0.761513,0.222222,0.725877,0.470181,0.175532,0.822399,0.483771,0.377,0.046841,0.405935,0.787402,0.506839,0.244086,0.947738,0.296117,0.66055,0.599045,0.391941,0.193531,0.338949,0.685,0.425743,0.353468,0.31498,0.271702,0.322176,0.768743,0.991701,0.395145,1,0.625954,0.681941,0.635901,0.406739,0.352981,0.783147,0.445187,0.453453,0.181208,0.311579,0.074172,0.398204,0.737226,0.153268,0.665077,0.425509,0.711443,0.261364,0.842544,0.312274,0.498582,0.429508,0.014818,0.750583,0.407681,0.165256,0.410931,0.622014,0.778947,0.498939,0.512367,0.446735,0.639566,0.513648,0.841808,0.566667,0.872807,0.749457,0.213823,0.773432,1,0.225919,0.521739,0.421836,0.164948,0.538337,0.126119,0.371681,0.205387,0.878788,0.648221,0.455556,0.199262,0.656238,0.590328,0.653042,0.405825,0.294707,0.15727,0.609649,0.37451,1,0,0.579014,0.062641,0.085066,0.46926,0.417858,0.554628,0.303774,0.176812,0.563077,0.252423,0.432373,0.447005,0,0.676022,0.044753,0.419753,0.627451,0.435196,0.624437,0.277888,0.544204,ALL
0.522777,0.106589,0.39952,0.639706,0.747148,0.983452,0.594286,0.602142,0.64745,0.744681,0.101695,0.460191,0.330935,0.048069,0.184615,0.296862,0.783355,0.442308,0.709552,0.710446,0.173833,0.488889,0.547361,0.386243,0.820175,0.40465,0.428191,0.511597,0.568779,0.560861,0.043854,0.545994,0.700787,0.397408,0.389247,0.69557,0.609223,0.410398,0.647971,0.506227,1,0.386521,0.2275,0.633663,0.272931,0.237103,0.409245,0.609484,0.653643,0.755187,0.465273,0.20728,0.679389,0.803235,0.399109,0.429603,0.718687,0.28462,0.418449,0.417417,0.393736,0.027368,0.390066,0.320958,0.638686,0.301909,0.964243,0.493033,0.572139,0.363636,0.634368,0.310469,0.620494,0.445902,0.093309,0.426573,0.700148,0.386955,0.453441,0.623256,0.435088,0.509549,0.392226,0.495991,0.707317,0.529777,0.915254,0.470175,0.899123,0.753802,0.215983,0.76679,0.855337,0.421191,0.74359,0.17866,0.505155,0.786118,0.15297,0.272124,0.572391,0.590909,0.293478,0.459259,0.265683,0.397497,0.421077,0.77214,0.4,0.414878,0.290801,0.600877,0.513725,0.541667,0.062253,0.539758,0.257336,0.161926,0.464241,0.311788,1,0.298113,0.069565,0.547692,0.4024,0.552106,0.365591,0.189404,0.810746,0.842593,0.459877,0.369281,0.568371,0.803706,0.451693,0.624754,ALL
0.453362,0.242248,0.105036,0.463235,0.692015,0.589835,0.577143,0.605968,0.430155,0.842738,0.152234,0.072111,0.494005,0.026005,0.311538,0.264631,0.871029,0.313609,0.612086,0.586352,0.566827,0.285714,0.523025,0.291005,0.736842,0.150967,0.31383,0.945659,0.476043,0.176881,0.062087,0.493175,0.737533,0.192945,0.232258,0.59948,0.497573,0.22263,0.563246,0.112821,0.096765,0.187314,0.2375,0.225743,0.286353,0.104167,0.229989,0.637378,0.799366,0.917012,0.333109,0.124368,0.90458,0.237197,0.044558,0.499398,0.086403,0.26812,0.236631,0.432432,0.199105,0.085263,0.509934,0.142515,0.510949,0.145749,0.073897,0.353698,0.373134,0.329545,0.401968,0.207581,0.301823,0.445902,0.022542,0.242424,0.32644,0,0.34919,0.273552,0.189474,0.170292,0.222615,0.789233,0.723577,0.599256,0.454802,0.464912,0.950292,0.648805,0.234341,0.560148,0.807584,0.156743,0.566332,0.245658,0.295533,0.323648,0.244101,0.227876,0.430976,0.754545,0.403162,0.222222,0.143911,0.08502,0.309763,0.972986,0.328155,0.447783,0.418398,0.644737,0.390196,0.161659,0.016193,0.157776,0.092551,0.092451,0.742785,0.065258,0.114823,0.433962,0.222222,0.523077,0.15736,0.18847,0.078341,0.243046,0.758621,0.33179,0.598765,0.506536,0.052319,0.777666,0.125,0.521611,ALL
0.555315,0.352713,0.107434,0.378676,0.6673,0.621749,0.525714,0.641163,0.423503,0.830712,0.127889,0.143995,0.558753,0.049645,0.232051,0.489398,0.776366,0.33284,0.711501,0.760224,0.202546,0.29619,0.648072,0.502646,0.782895,0.153117,0.335106,0.8277,0.607419,0.339803,0.077334,0.475964,0.519685,0.12167,0.236559,0.550134,0.461772,0.385933,0.568019,0.095238,0.243969,0.408325,0.365,0.269307,0.302013,0.184028,1,0.635983,0.785639,0.60166,0.493594,0.12875,0.625954,0.132075,0.305538,0.486161,0.54923,0.280495,0.462567,0.333333,0.228188,0.277895,0.437748,0.336527,0.467153,0.153268,0.174017,0.451233,0.497512,0.19697,0.914459,0.250903,0.180154,0.672131,0.189672,0.217949,0.209749,0.224522,0.437247,0.09335,0.210526,0.207692,0.14841,0.492554,0.590786,0.602978,0.855932,0.447368,0.849415,0.703114,0.317495,0.58893,0.807584,0.151489,0.867336,0.424318,0.405498,0.180791,0.118796,0.196903,0.548822,0.575758,0.549407,0.411111,0.346863,0.336768,0.203467,0.770261,0.417476,0.685265,0.492582,0.578947,0.396078,0.19161,0.036704,0.297433,0.047968,0.091357,0.519448,0.044334,0.236604,0.318868,0.069565,0.498462,0.442086,0.427938,0.382488,0.204636,0.735365,0.685185,0.481481,0.421569,0.241379,0.785679,0.405876,0.546169,ALL
0.368764,0.339147,0.177938,0.588235,0.678707,0.6513,0.691429,0.613619,0.492979,0.900093,0.056086,0.173339,0.443645,0.081166,0.329487,0.240882,0.821474,0.495562,0.335283,0.688946,0.259097,0.526984,0.792961,0.335979,0.710526,0.125727,0.308511,0.58383,0.055641,0.370446,0.043697,0.324036,0.627297,0.206623,0.33871,0.630143,0.481189,0.336391,0.480907,0.141392,0.20614,0.493558,0.365,0.223762,0.302013,0.280754,0.72717,0.651325,0.610348,0.506224,0.227916,0.106168,0.664122,0.355795,0.544239,0.441637,0.848627,0.508544,0.509358,0.483483,0.308725,0.051579,0.501987,0.530539,0.379562,0.308849,0.741359,0.436227,0.482587,0.284091,0.875095,0.310469,0.077278,0.537705,0.047777,0.278555,0.243722,0.260897,0.437247,0.286929,0.257895,0.169496,0.275618,0.575029,0.555556,0.456576,0.677966,0.463158,0.861111,0.811731,0.308855,0.560886,0.939607,0.127846,0.703456,0.364764,0.646048,0.284907,0.204231,0.278761,0.548822,0.512121,0.571146,0.562963,0.4631,0.230033,0.471259,0.777073,0.574757,0.150215,0.189911,0.635965,0.45098,0.196429,0.064412,0.462003,0.148984,0.1157,0.367629,0.111664,0.346555,0.264151,0.089855,0.698462,0.873558,0.345898,0.451613,0.175497,0.652767,0.478395,0.632716,0.375817,0.488704,0.691537,0.560259,0.545187,ALL
0.616052,0.325581,0.217266,0.349265,0.680608,0.508274,0.394286,0.530987,0.333333,0.59667,0.051464,0.181529,0.326139,0.175729,0.635897,0.474979,0.771919,0.397929,0.452242,0.747838,0.20206,0.415238,0.45863,0.883598,0.614035,0.281392,0.694149,0.744201,0.488408,0.441437,0.132034,0.325816,0.67979,0.398848,0.548387,0.484708,0.414442,0.699694,0.636038,0.175824,0.179276,0.227948,0.6,0.269307,0.369128,0.410218,0.281849,0.76848,0,0.659751,0.612272,0.193124,0.370229,0.334232,0.403565,0.425993,0.29069,0.4066,0.61631,0.621622,0.684564,0.122105,0.677483,0.368862,0.562044,0.43262,0.445769,0.46731,0.487562,0.580087,0.542771,0.319495,0.103605,0.780328,0.041042,0.353147,0.491876,0.118846,0.525304,0.278712,0.35614,0.42626,0.466431,0.396334,0.379404,0.600496,0.932203,0.435088,0.577485,0.727734,0.205184,0.328413,0.897472,0.416813,0.652174,0.104218,0.5189,0.404358,0.14402,0.24115,1,0.463636,0.952569,0.581481,0.354244,0.305116,0.785584,0.522199,0.582524,0.826896,0.278932,0.350877,0.790196,0.481198,0.064412,0.319074,0.132054,0.083425,0.49059,0.179407,0.654836,0.30566,0.189372,0.633846,0.266267,0.310421,0.078341,0.405298,0.539695,0.62963,0.814815,0.333333,0.568371,0.708062,0.524402,0.604126,ALL
0.505423,0.429264,0.353477,0.202206,0.456274,0.783688,0.262857,0.703137,0.518108,0.430157,0.142065,0.14081,0.321343,0.106383,0.25641,0.478372,0.788437,0.590237,0.391813,0.452676,0.201283,0.352063,0.495694,0.148148,0.596491,0.149614,0.571809,0.358516,0.338485,0.779452,0.10154,0.291988,0.734908,0.462203,0.475269,0.693126,0.540655,0.486239,0.4821,0.131136,0.142818,0.320119,0.5275,0.281188,0.143177,0.171131,0.40699,0.449093,0.63886,0.858921,0.510452,0.114594,0.503817,0.269542,0.677276,0.758123,0.769591,0.606953,0.072193,0.48048,0.096197,0.093684,0.109272,0.364072,0.430657,0.220937,0.419547,0.696677,0.741294,0.222403,0.757002,0.287004,0.446416,0.308197,0.673193,0.294872,0.363368,0.177172,0.387652,0.317695,0.42807,0.257029,0.34629,0.550974,0.411924,0.555831,0.454802,0.521053,0.633041,0.756698,0.430886,0.667897,0.814607,0.365149,0.636566,0.362283,0.457045,0.608555,0.150529,0.199115,0.555556,0.575758,0.451581,0.325926,0.346863,0.415164,0.627281,0.46958,0.409709,0.772532,0.350148,0.614035,0.482353,0.393519,0.026988,0.311525,0.07167,0.46663,0.51192,0.316967,0.337509,0.269811,0.082126,0.286154,0.483156,0.543237,0.225806,0.200662,0.530072,0.811728,0.259259,0.480392,0.158145,0.597897,0.160359,0.490177,ALL
0.401302,0.793605,0.434053,0.786765,0.657795,0.43617,0.64,0.791125,0.464154,0.091582,0.037596,0.101911,0.256595,0.137904,0.414103,0.471586,0.297967,0,0.444444,1,0.096536,0.339683,0.368776,0.917989,0.449561,0.241659,1,0.518887,0.242658,0.473357,0.168186,0,0.574803,0.182145,0.326882,0.420858,0.342233,0.525994,0.452267,0.458608,0.054825,0.252725,1,0.853465,1,0.561012,0.299887,0.389121,0.262936,0.315353,0.701281,0.209976,0,0.390836,0.460216,0.2142,0.413262,0.720094,0.508021,0.429429,0.702461,0.636842,0.149007,1,0.810219,0.449393,0.439809,0.729904,0.626866,0.819264,0.517033,0.259928,0.02341,0.901639,1,0.520979,0.412112,0.251176,0.757085,0.72855,0.591228,0.300265,0.766784,0.631157,0,0.761787,0.341808,0.342105,0.280702,0.726285,0.312095,0.360148,0.794944,0.497373,0.41806,0.468983,0.756014,1,0.13751,0.024336,0.737374,0.8,1,1,1,0.709238,0.963504,0.533709,0.638835,0.726753,0.362018,0.578947,0.87451,0.482804,0.078805,0.713135,0.102709,0.55826,0.520703,0.037912,0.644398,0.339623,0.219324,0.953846,0.154592,0.844789,0.459293,0.303311,0.352847,0.270062,0.67284,0.277778,0.249703,0.672008,0.247012,0.601179,ALL
0.592191,0.454457,0.183213,0.448529,0.54943,0.614657,0.508571,0.527161,0.481153,0.641998,0.063174,0.11556,0.191847,0.319937,0.50641,0.731976,0.684244,0.390533,0.877193,0.890395,0.128844,0.160952,0.502434,0.497354,0.611842,0.143005,0.845745,0.644135,0.255023,0.101975,0.025778,0.206528,0.619423,0.654428,0.034409,0.450812,0.20085,0.625688,0.436754,0.232967,0.229989,0.404361,0.4575,0.716832,0.411633,0.380952,0.302142,0.666667,0.640971,0.676349,0.728254,0.227503,0.396947,0.307278,0.542966,0.77136,0.066979,0.453153,0.40508,0.654655,0.154362,0.584211,0.05298,0.247904,0.762774,0.13476,0.261025,0.547696,0.616915,0.49026,0.329296,0.575812,0.046416,0.363934,0.027661,0.365967,0.48449,0.200063,0.489879,0.355628,0.501754,0.226525,0.353357,0.5189,0.346883,0.370968,0.463277,0.461404,0.412281,0.748009,0.37257,0.57786,0.797753,0.41944,0.302118,0.486352,0.216495,0.657789,0.16843,0.042035,0.882155,0.854545,0.607708,0.466667,0.411439,0.238498,0.533303,0.465586,0.456311,0.701001,0.317507,0,0.792157,0.232521,0.070889,0.131857,0.101016,0.091083,0.304893,0.184794,0.679889,0.313208,0.245411,0.732308,0.150438,0.332594,0.25192,0.539073,0.396953,0.430556,0.966049,0.398693,0.261593,0.58688,0.231076,0.517682,ALL
0.494577,0.170543,0.274341,0.419118,0.598859,0.843972,0.354286,0.584545,0.47524,0.783534,0.158706,0.198817,0.280576,0.063042,0.24359,0.354538,0.857687,0.33284,0.239766,0.731012,0.130399,0.278413,0.722576,0.306878,0.629386,0.171033,0.367021,0.595096,0.491499,0.111338,0.033952,0.404748,0.805774,0.421886,0.370968,0.649693,0.594053,0.513761,0.662291,0.507692,0.294682,0.421209,0.4975,0.275248,0.192394,0.236607,0.3292,0.599721,0.657867,0.755187,0.517195,0.6515,0.858779,0.592992,0.485678,0.719615,0.436705,0.611078,0.270053,0.621622,0.252796,0.184211,0.590728,0.436527,0.478102,0.408329,0.737783,0.517685,0.656716,0.376082,0.929599,0.453069,0.402511,0.281967,0.016075,0.427739,0.20384,0.440577,0.36336,0.488916,0.591228,0.257029,0.424028,0.388316,0.560976,0.545906,0.949153,0.452632,0.96345,0.779146,0.206263,0.654613,0.876404,0.144483,0.84058,0.362283,0.319588,0.666667,0.294548,0.272124,0.690236,0.566667,0.478261,0.537037,0.284133,0.542878,0.368613,0.721165,0.363107,0.725322,0.181009,0.679825,0.427451,0.306784,0.04462,0.416457,0.115688,0.12965,0.416562,0.155169,0.652053,0.260377,0.055072,0.504615,0.148593,0.494457,0.299539,0.133113,0.668805,0.621914,0.475309,0.48366,0.246136,0.841262,0.161853,0.497053,ALL
0.644252,0.36531,0.038849,0.356618,0.602662,0.748227,0.131429,0.943382,0.416851,0.630897,0.069337,0.078025,0.407674,0.089046,0.417949,0.512299,0.726175,0.356509,0.263158,0.763029,0.033863,0.326667,0.566829,0.5,0.697368,0.208934,0.287234,0.806494,0.318393,0.20097,0.044011,0.4273,0.734908,0,0.28172,0,0.396845,0.489908,0.622912,0.223443,0.118147,0.176412,0.3025,0.348515,0.63311,0.342758,0.330327,0.668061,0.634636,0.892116,0.685772,0.22548,0.385496,0.458221,0.514959,0.758123,0.083054,0.384207,0.26738,0.507508,0,0.428421,0.019205,0.289222,0.532847,0.188548,0.034565,0.511254,0.900498,0.352273,0.697956,0.070397,0.025678,0.383607,0.62802,0.153846,0.245199,0.067106,0.426113,0.391267,0.392982,0.266844,0.254417,0.641466,0.173442,1,0.69774,0.764912,0.568713,0.721217,0.236501,0.701107,0.863764,0.341506,0.433668,0.26799,0.508591,0.575464,0.098454,0.181416,0.521886,0.769697,0.759881,0.403704,0.186347,0.34413,0.640511,0.513977,0.258252,0.731044,0.281899,0.447368,0.541176,0.400794,0.080245,0.431052,0.090293,0.577954,0.48808,0.014087,0.290884,0.143396,0.151691,0.344615,0.099677,0.317073,0.152074,0.303311,0.531676,0.435185,0.648148,0.650327,0.061831,0.719579,0.077689,0.51277,ALL
0.438178,0.712209,0.179856,0.540441,0.730038,0.527187,0.114286,0.719969,0.215078,0.589269,0.004314,0.148999,0.688249,0.611505,0.715385,0.644614,0.664549,0.278107,0.247563,0.717925,0.195647,0.38381,0.604642,0.809524,0.212719,0.068875,0.465426,0.754142,0.250386,0.296476,0.077806,0.294955,0.566929,0.362131,0.136559,0.029008,0.43932,0.790214,0.536993,0.299634,0.229167,0.254708,0.7325,0.732673,0.577181,0.105655,0.282976,0.616457,0.337909,0.846473,0.530681,0.710819,0.39313,0.549865,0.210057,0.777377,0.095111,0.352976,0.455882,0.687688,0.149888,0.609474,0.048344,0.260479,0.70438,0.111625,0.175209,0.528403,0.597015,0.294372,0.358819,0.32491,0.330336,0.668852,0.034216,0.362471,0.206795,0.110066,0.44332,0.518727,0.242105,0.191777,0.526502,0.604811,0.189702,0.225806,0.700565,0.270175,0.403509,0.587256,0.287257,0.538007,0.918539,0.416813,0,0.491315,0.312715,0.614205,0.067535,0.238938,0.619529,0.712121,0.313241,0.362963,0.389299,0.108208,0.577555,0.488137,0.765049,0.761087,0.575668,0.359649,0.658824,0.233466,0.082404,0.069703,0.073928,0.056893,0.406524,0.217112,0.249826,0.279245,0.562319,0.649231,0.13521,0.5898,0.248848,0.438411,0.311147,0.040123,0.425926,0.604575,0.296076,0.752128,0.152888,0.52947,ALL
0.5141,0.774225,0.152998,0.441176,0.30038,0.217494,0.234286,0.423106,0.305248,0.156337,0.003082,0.102366,0.489209,0.092987,0.441026,0.369805,0.733799,0.571006,0.378168,0.579808,0.0463,0.147619,0.625234,0.52381,0.407895,0.343817,0.824468,0.029158,0.267388,0.531495,0.146652,0.076558,0.307087,0.231102,0,0.448132,0.293689,1,0.590692,0.167033,0.081414,0.260654,0.62,1,0.979866,0.402778,0.356257,0.736402,0.102429,0.381743,0.565071,0.004719,0.248092,0.331536,0.985996,0.45367,0.243804,0.532115,0.184492,0.252252,0.44519,0.971579,0.669536,0.283832,0.894161,0.646617,0.143027,0.531618,0.686567,0.890152,0.415594,0.990975,0.07501,0.8,0.055052,0.287879,0.567208,0.146754,0.559717,0.188611,0.307018,0.27374,0.279152,0.578465,0.02981,0.924318,0.248588,0.510526,0.118421,0.75525,0.322894,0.419188,0.926966,0.804729,0.118172,0.774194,0.869416,0.677159,0.211554,0.132743,0.673401,0.50303,0.382411,0.581481,0.350554,0.44424,0.87865,0.373033,0.561165,0.932761,0.264095,0.289474,0.727451,0.141534,0.198273,0.048566,0.154063,0.03419,0.474279,0.091983,0.355602,0.098113,0.794203,0.578462,0.347485,0.767184,0.708141,0.433775,0.105854,0.214506,0.87037,0.24183,0.21522,0.597897,0.292331,0.532417,ALL
0.37744,0.399225,0.509832,0.231618,0.437262,0.770686,0.417143,0.749809,0.536585,0.580944,0.066872,0.136033,0.338129,0.05595,0.533333,0.439355,0.748412,0.440828,0.19883,0.795046,0.063013,0.804444,0.496069,0.513228,0.45614,0.130823,0.526596,0.333333,0.500773,0.544007,0.13172,0.365579,0.711286,0.848092,0.245161,0.648037,0.652913,0.056881,0.96778,0.425641,0.166118,1,0.86,0.174257,0.548098,0.433532,0.310034,1,0.436114,0.775934,0.807822,0.455679,0.610687,0.369272,0.848504,0.619735,0.447421,0.645256,0.612299,0.432432,0.1566,0.212632,0.449007,0.943114,0.50365,0.500868,0.671037,0.698821,0.800995,0.452381,0.513248,0.487365,0.106116,0.704918,0.998833,0.508159,0.131462,0.26905,0.295547,0.734091,0.617544,0.14191,0.954064,0.33677,0.254743,0.533499,0.584746,0.454386,0.498538,0.704562,0.306695,0.61845,0.883427,0.476357,0.050167,0.191067,0.494845,0.580307,0.20179,0,0.69697,0.815152,0.785573,0.455556,0.693727,1,0.498631,0.401926,0.341748,0.855508,0.25816,0.333333,0.541176,0.830499,0.089241,1,0.123025,0.310449,0.442911,0.157448,0.370216,0.292453,0.342029,0.56,0.213659,0.407982,0.537634,0.372848,0.389735,0.591049,0.395062,0.434641,0.332937,0.81973,0.516932,0.507859,ALL
0.600868,0.088178,0.141966,0.308824,0.365019,0.617021,0.697143,0.837031,0.386548,0.744681,0.087827,0.036397,0.338129,0.082742,0.344872,0.513147,0.717916,0.579882,0.582846,0.758588,0.252684,0.268571,0.461999,0.597884,0.776316,0.09746,0.327128,0.956925,0.744977,0.239019,0.04354,0.278932,0.692913,0.042477,0.487097,0.225603,0.376214,0.612844,0.622912,0.252747,0.170504,0.302279,0.695,0.328713,0.322148,0.294643,0.315671,0.405858,0.651531,0.759336,0.49764,0.226828,0.755725,0.177898,0.422661,0.173285,0.504354,0.66647,0.364973,0.498498,0.194631,0.153684,0.074834,0.344311,0.770073,0.203586,0.263409,0.493033,0.547264,0.386364,0.875095,0.371841,0.157311,0.619672,0.699057,0.368298,0.29099,0.376921,0.353239,0.48777,0.3,0.209019,0.303887,0.657503,0.558266,0.709677,0.556497,0.42807,0.796784,0.742216,0.194384,0.614022,0.792135,0.274956,0.853958,0.73201,0.323024,0.402744,0.100895,0.289823,0.552189,0.521212,0.371542,0.396296,0.51476,0.323519,0.458029,0.636599,0.596117,0.623748,0.281899,0.640351,0.541176,0.575775,0.019791,0.523654,0.062641,0.256291,0.40527,0.025689,0.508699,0.19434,0.300483,0.550769,0.230272,0.350333,0.195084,0.26755,0.473937,0.296296,0.580247,0.421569,0.141498,0.710065,0.34512,0.505894,ALL
