@relation 'DLBCL_transformed_data_johnson-weka.filters.unsupervised.attribute.Remove-V-R11,66,78,128,131,143,148,170,187,196,238,248,306,311,313-314,354,370,390,394,412,447,471,478,502,513,515,522-523,540,561,563,586,596,620,622,635,642,662,670,695,712,718,752,786,794,797,808,811,816-817,823,842,855,910,924,995,1017,1026,1038,1071,1074,1078,1093,1107,1117,1129,1149,1167,1169,1178,1214,1226,1237,1240,1245,1268,1325,1329,1343,1470,1488,1541,1552,1574,1580,1602,1626,1643,1657,1694,1701,1711,1735,1745,1749,1765,1778,1789,1853,1878,1891,1917,1931-1932,1936,1944,1957,1979,2003,2018,2025,2056,2076-2077,2093,2119,2131,2156,2159,2176,2193,2205,2220,2224,2236,2258,2262,2268,2304,2317,2362,2400,2409,2421,2423,2462,2469,2500,2561,2568,2597,2605,2643,2646,2648'

@attribute AB002315_at numeric
@attribute AFFX-HUMRGE/M10098_M_at numeric
@attribute D00654_at numeric
@attribute D14663_at numeric
@attribute D14710_at numeric
@attribute D16480_at numeric
@attribute D17400_at numeric
@attribute D25539_at numeric
@attribute D28383_at numeric
@attribute D29642_at numeric
@attribute D42055_at numeric
@attribute D43951_at numeric
@attribute D64109_at numeric
@attribute D67029_at numeric
@attribute D78011_at numeric
@attribute D78014_at numeric
@attribute D83407_at numeric
@attribute D86956_at numeric
@attribute D87024_at numeric
@attribute D87119_at numeric
@attribute D87735_at numeric
@attribute HG1869-HT1904_at numeric
@attribute HG2707-HT2803_at numeric
@attribute HG2788-HT2896_at numeric
@attribute HG3477-HT3670_at numeric
@attribute HG371-HT26388_at numeric
@attribute HG3731-HT4001_at numeric
@attribute HG3925-HT4195_at numeric
@attribute HG3928-HT4198_at numeric
@attribute HG4272-HT4542_at numeric
@attribute HG613-HT613_at numeric
@attribute HG658-HT658_f_at numeric
@attribute J02783_at numeric
@attribute J03191_at numeric
@attribute J04056_at numeric
@attribute J04080_at numeric
@attribute J04599_at numeric
@attribute J04970_at numeric
@attribute K02777_s_at numeric
@attribute L00354_at numeric
@attribute L07033_at numeric
@attribute L09229_s_at numeric
@attribute L10343_at numeric
@attribute L14837_at numeric
@attribute L23808_at numeric
@attribute L25286_s_at numeric
@attribute L25876_at numeric
@attribute L28010_at numeric
@attribute L29008_at numeric
@attribute L32137_at numeric
@attribute L32140_at numeric
@attribute L33799_at numeric
@attribute L37043_at numeric
@attribute L40392_at numeric
@attribute M13560_s_at numeric
@attribute M14745_at numeric
@attribute M23178_s_at numeric
@attribute M25753_at numeric
@attribute M26880_at numeric
@attribute M28827_at numeric
@attribute M31994_at numeric
@attribute M32304_s_at numeric
@attribute M32402_at numeric
@attribute M33764_at numeric
@attribute M34516_r_at numeric
@attribute M36284_s_at numeric
@attribute M37583_at numeric
@attribute M55543_at numeric
@attribute M60450_s_at numeric
@attribute M60527_at numeric
@attribute M62303_at numeric
@attribute M68520_at numeric
@attribute M74093_at numeric
@attribute M77349_at numeric
@attribute M80397_s_at numeric
@attribute M81757_at numeric
@attribute M86752_at numeric
@attribute S41458_at numeric
@attribute S60415_at numeric
@attribute S72024_s_at numeric
@attribute U14518_at numeric
@attribute U16660_at numeric
@attribute U23752_at numeric
@attribute U24577_at numeric
@attribute U28150_at numeric
@attribute U28831_at numeric
@attribute U31556_at numeric
@attribute U33839_at numeric
@attribute U36922_at numeric
@attribute U38846_at numeric
@attribute U46025_at numeric
@attribute U47077_at numeric
@attribute U48707_at numeric
@attribute U51004_at numeric
@attribute U52112_rna5_at numeric
@attribute U52513_at numeric
@attribute U57093_at numeric
@attribute U58516_at numeric
@attribute U59913_at numeric
@attribute U72511_at numeric
@attribute U76764_s_at numeric
@attribute U78095_at numeric
@attribute U82979_at numeric
@attribute U86602_at numeric
@attribute U86782_at numeric
@attribute U88726_at numeric
@attribute U90313_at numeric
@attribute U90909_at numeric
@attribute U95740_rna1_at numeric
@attribute X02419_rna1_s_at numeric
@attribute X04085_rna1_at numeric
@attribute X04412_at numeric
@attribute X07876_at numeric
@attribute X14046_at numeric
@attribute X14253_s_at numeric
@attribute X15940_at numeric
@attribute X51956_rna1_at numeric
@attribute X53331_at numeric
@attribute X56468_at numeric
@attribute X56807_at numeric
@attribute X58529_at numeric
@attribute X60484_at numeric
@attribute X61970_at numeric
@attribute X63380_at numeric
@attribute X63527_at numeric
@attribute X64838_at numeric
@attribute X67337_at numeric
@attribute X67951_at numeric
@attribute X68560_at numeric
@attribute X73460_at numeric
@attribute X74795_at numeric
@attribute X79536_at numeric
@attribute X83441_at numeric
@attribute X85116_rna1_s_at numeric
@attribute X87212_at numeric
@attribute X87767_at numeric
@attribute X95073_at numeric
@attribute X95632_s_at numeric
@attribute X99886_s_at numeric
@attribute Z21507_at numeric
@attribute Z24727_at numeric
@attribute Z37166_at numeric
@attribute Z48042_at numeric
@attribute Z84497_s_at numeric
@attribute Z97054_xpt2_at numeric
@attribute Class {Cancer,normal}

@data
-0.24235,-0.219316,-0.827984,-0.352751,1.456307,0.044629,-0.803468,-0.013956,0.511201,0.070954,-0.540211,-1.162706,-0.987989,0.794434,-0.259006,-1.506888,-0.189149,-0.369146,-0.111328,-1.454469,-0.476351,-0.213223,0.726347,-2.167747,-0.938207,-1.561322,-2.138763,-0.836105,0.409439,-0.234214,-1.002498,0.464652,-0.478342,0.818353,-0.303173,-1.601769,0.3636,-0.227535,-0.893492,0.972542,0.156024,-0.855301,0.12038,-0.681807,-0.18635,-0.517803,0.005282,0.86785,-0.345841,-0.102056,0.079046,-0.941521,1.552583,-0.435274,-0.703037,1.235524,-0.360724,-0.009353,-0.647532,-0.477264,-0.44186,-1.471027,-0.269715,0.909797,1.285921,-0.807801,0.545976,-1.081336,-0.783698,0.81202,-1.060412,0.485658,0.540142,-1.889513,0.036004,-1.027538,-0.100835,-0.741581,-0.116393,-0.329597,-0.104525,0.368277,0.277748,-0.712176,0.419,-0.327757,0.887256,0.349192,-0.322869,-0.555344,0.334744,0.160854,-1.067318,-0.210263,0.077561,-1.024605,-1.61498,-2.368244,-0.720528,-0.673461,-1.565958,0.401053,-0.651612,-0.049353,0.022522,-1.030043,-0.858315,0.036259,-0.154287,-0.88542,-0.589452,-1.709076,-0.635134,0.789632,-0.558676,-1.405748,-1.185253,-0.960764,-0.01849,-0.09124,1.357505,-0.900924,-0.156954,0.921182,0.294798,-1.187501,-0.125679,-0.556707,-0.524903,-0.091878,0.773371,-0.283642,-1.269896,-1.538839,-1.11847,-2.03846,-0.059824,-2.997884,-3.808717,-0.960465,-1.731855,-0.72298,0.165705,-0.718484,-0.385469,Cancer
-0.014799,-1.366809,0.50688,1.186022,1.456307,1.14062,-0.824151,0.012348,-1.389567,0.513534,-0.611758,1.190833,-0.502046,1.346743,-1.452487,0.934455,0.258016,0.905761,-0.845206,-0.97227,0.029443,0.544741,0.42513,1.228709,0.035183,-0.136519,-0.38988,-0.986102,1.753846,-1.004966,0.304298,0.909812,1.252856,-0.533482,-0.199586,0.875198,-0.107897,-0.913936,-0.714391,-1.373876,0.596413,1.18504,-0.439775,0.719309,1.809484,2.08876,0.495141,0.242633,0.232013,1.882954,-0.88926,1.733926,2.221228,0.59942,-1.340237,1.574261,0.298568,0.895434,-0.157824,1.178852,0.114966,1.083564,-1.060026,1.223781,0.845466,1.375398,0.248909,0.38283,2.745324,0.698313,0.071433,0.87108,0.951141,1.92741,0.817436,0.509331,0.79721,0.205813,0.649142,-0.59677,0.971349,0.523343,-0.282432,0.041321,-0.789811,-0.858489,0.927598,0.038803,0.451333,0.736549,1.00805,1.081614,-0.602126,1.467729,-1.579037,-0.900589,-1.014108,-0.735137,-0.76895,0.288851,0.533655,0.446876,-0.134477,2.155189,1.451764,-1.408845,1.143463,1.3843,-0.035357,1.27927,0.550234,-0.01901,0.765237,-1.0103,0.460139,-0.660945,-1.359607,0.850516,0.867459,-0.326009,1.357505,-0.330189,1.72334,-0.512222,-0.61859,-1.433928,-0.632398,-0.279085,0.924637,0.569824,-0.535588,-0.82046,-0.818527,0.347694,-0.225288,-1.201469,-1.47188,1.448789,0.638189,0.16768,1.591938,0.885053,0.511837,-1.335887,1.258708,Cancer
-1.359511,1.318289,-0.647584,-0.997333,-0.55773,-0.801503,0.176824,-0.459619,0.003056,-1.31233,0.305157,-0.867212,-1.465805,-1.96173,0.502195,-0.404012,0.967434,-0.56564,-0.617875,-0.773386,-0.948144,-0.477393,-0.568987,0.057898,-0.028845,0.888969,1.08216,-0.287671,-0.408695,0.840646,1.049802,-0.657135,-0.434642,-0.952202,-0.300951,-1.149553,-0.524335,0.482065,-0.035104,-0.33397,0.163147,-0.053635,0.485451,0.351426,-0.396712,-0.386479,0.194239,-0.559562,-1.403736,-1.827171,-1.303375,-0.838118,-1.340217,-0.501221,-1.417316,-0.645295,-0.164947,-0.175849,-0.236315,-0.01521,0.143545,-1.074592,-0.344773,-0.32225,0.58607,-0.209389,0.073963,-0.620568,-0.717218,0.300082,1.511126,-0.717811,0.570572,-0.386082,-0.624571,0.509331,-1.142706,-0.889554,-0.303014,0.51778,0.395612,-1.120824,0.60063,0.25777,0.627309,-0.506064,-0.231211,-1.105825,-1.033886,-0.342878,-1.037394,-2.187266,0.044038,1.114665,-0.776961,-0.08933,-0.640407,-0.722161,-1.235851,0.040889,-1.246358,-0.360243,0.115001,0.67464,0.179345,-0.059732,-0.527058,-1.05834,-0.582631,-0.736972,-0.016552,-0.936185,0.02956,-0.573777,-0.035987,0.79768,0.372526,0.353364,-0.15366,0.236579,0.803094,1.200059,0.000745,-0.735701,0.540043,-0.234291,0.426728,-0.544698,-0.041178,0.569824,-1.021702,-0.210301,0.358317,-0.806102,-0.391194,-1.116233,-2.168033,0.223497,0.230695,0.125762,0.266338,-0.814136,-0.70254,0.532429,-1.525629,Cancer
2.664429,0.025058,-0.110289,1.02469,-0.689982,-0.570978,0.492182,0.543433,0.142111,0.246972,2.505745,0.780814,0.982231,-0.199435,0.972108,1.483239,-0.066971,0.474811,-0.404976,0.759347,-0.877938,0.355784,-0.00076,-0.054386,-0.866561,-1.63801,-0.631992,1.37597,1.538036,-0.676124,-0.869679,-0.935486,-0.013001,0.925127,1.259867,0.747992,0.093727,-0.674004,-0.591012,0.324806,-0.17866,-0.896252,0.040556,-0.2642,-0.738549,0.548666,-0.039269,0.306481,0.388987,0.546625,-0.53988,1.129852,0.432706,0.841743,0.595925,0.268492,0.887574,0.015084,0.769838,0.617106,0.221739,0.567281,0.161751,0.565615,1.285921,0.206006,-0.070163,0.735026,0.343309,-1.563769,1.143178,1.043015,1.427427,0.374289,0.829518,0.509331,1.033937,0.726626,0.655147,0.637671,1.192831,0.154267,0.668612,0.246265,1.060768,1.135136,-0.259038,0.957027,1.213264,-0.195144,0.752918,0.666982,0.167943,0.231038,0.928852,-0.020654,0.053236,0.718993,1.113382,0.103571,1.056792,-0.533446,-0.362038,-0.170945,-0.308975,0.383709,-0.094476,1.19534,1.064975,0.417994,-0.534039,-0.209199,-1.094761,-0.164682,0.925382,-1.008838,0.816436,0.053627,-0.101817,-0.534682,1.357505,-0.585404,0.018431,0.138549,0.540043,0.641842,-2.583287,0.266104,0.416222,0.569824,0.610143,0.92574,-0.498954,0.734285,-1.018021,-0.521178,0.934009,1.16905,0.499602,0.477004,0.327028,1.388068,-0.834138,-0.276541,0.625254,Cancer
-0.745422,-0.453209,-0.33556,-0.628045,-0.102792,0.328372,-0.764877,-0.045765,0.533348,0.091858,0.122998,-0.431731,1.445158,0.260896,0.152457,0.18779,-0.570939,-0.786558,1.860717,0.927316,-0.4717,0.124039,0.756334,-0.32735,-0.537182,0.543552,0.675262,0.317855,-1.443864,0.287616,-0.396214,0.909812,-0.714208,0.473924,-0.853559,0.090794,1.064596,-0.385327,0.730574,0.734694,-1.260515,-0.128053,-0.09007,-0.122288,-0.952295,-0.711557,-0.739658,-0.332131,-0.537487,0.321034,1.400424,0.008063,-0.583381,-0.60819,0.595925,-1.094761,-0.739118,-0.840189,-0.84156,-1.18766,-3.308154,-0.626467,-0.096435,-0.638132,-1.605329,-0.480114,-1.096075,-1.293856,-0.032848,-0.644271,-0.258357,-0.249385,-1.012645,-1.037877,0.290666,0.509331,-0.326438,-0.115455,0.158355,-0.6964,-0.532606,0.259464,0.369381,-1.17137,-0.239909,-0.494096,0.866859,-0.616444,-0.577882,-0.851186,-0.339634,-0.227822,-1.014342,-1.361194,-0.688323,-1.716523,0.718252,-0.224121,0.650461,-0.176059,0.837475,-0.260049,0.137109,-1.139735,-0.715523,0.27542,-0.941309,-0.117677,0.191536,0.184906,-0.688101,-0.494215,-0.509179,1.492938,0.692417,-0.650803,-1.133303,0.377296,-0.444341,0.588163,1.039233,-0.610986,-0.916863,1.487225,0.540043,0.31438,-0.23897,-0.815612,-0.39215,-2.078864,0.01277,-0.206254,1.014515,-0.758205,-0.121803,0.942168,0.487721,-0.261317,-0.586533,-0.146719,-0.644137,-0.040237,0.067312,2.666595,-0.020555,normal
2.215181,-0.659694,-0.982713,0.232427,-0.715813,-0.083017,-1.154894,-1.337538,-0.995486,-0.613731,-0.500703,-0.338452,0.760979,-0.852849,-1.214549,-0.930324,0.112766,-1.436708,-0.394254,1.602851,-0.839259,-0.920406,-0.28981,-1.165279,-0.029693,0.862252,-0.803589,-0.747792,-0.194112,0.486046,-0.886949,0.909812,-0.146066,-0.163347,-0.956582,0.081328,0.679188,-0.288801,0.95751,-0.731192,-0.121143,0.086815,-0.76449,1.016379,-0.690083,0.383857,-1.251662,-0.0662,0.161811,-0.187339,-0.349409,0.439472,-0.559887,0.517559,0.595925,0.835123,-0.814262,-0.778315,0.580122,-0.454772,-0.74015,-1.233289,-1.770379,-0.094376,-0.734708,-0.666508,-0.365169,-0.374784,-1.933429,0.693416,-2.005779,-0.477834,-0.683659,-0.567988,-0.043801,-0.608348,-0.406735,-2.12162,-0.775215,-0.044313,-1.542066,-0.359122,-0.522904,-0.542568,-0.377437,0.753451,-0.440798,0.052202,1.329371,-0.827341,-0.450262,-0.318362,-0.298745,-0.751218,0.225872,-0.712689,-0.550853,-0.480531,-0.380695,-0.775101,-1.152529,-0.212503,-0.027298,-1.009021,-0.541704,0.391795,-0.882627,-0.189484,1.085808,-0.864754,0.239473,-1.484142,-0.623993,0.536292,0.32831,-0.642152,-1.109808,0.046877,0.092352,0.183616,-0.288356,-0.827853,-1.13511,-1.434468,-0.066968,0.783827,-0.582479,-1.518731,1.214073,0.569824,-1.313818,0.316379,0.020501,-0.496722,0.393314,-0.820551,0.021694,-1.992463,-1.463854,-0.736483,0.129999,-0.035738,0.470912,1.12969,0.522362,normal
-0.343847,0.050665,-0.196402,0.780118,0.391013,0.821063,0.484306,-0.628581,0.24078,0.364535,0.052523,0.327523,-0.092921,0.813722,-0.189538,-0.314461,-0.92432,0.114409,-0.753438,1.568085,0.761712,0.00807,0.555224,-0.120432,0.540924,0.519842,1.389169,-0.586196,0.85741,-0.796363,1.056058,0.909812,0.24897,0.068515,-1.194312,0.078245,-0.689858,-0.759286,1.77377,-2.419445,-0.047326,-0.262959,-1.238422,0.297586,-1.390355,-1.137527,-0.002552,0.603446,-1.349525,-0.259005,0.224787,0.12473,0.007578,0.608999,0.595925,-0.168356,-1.345808,0.13925,-0.106191,1.723983,-0.86836,-0.006572,-1.989173,0.23118,-0.540249,0.495624,0.519923,0.254287,-0.515971,1.337966,0.284539,0.649926,-0.15401,0.34184,0.497989,0.509331,0.663237,1.041467,0.195877,1.422463,-0.197394,0.677431,0.579091,-0.694694,0.840755,1.49046,1.396144,1.088536,0.55006,0.018433,0.045465,0.506704,-0.643152,0.920596,0.77248,-1.74239,0.304575,-0.797292,0.36773,1.16883,0.884952,0.972822,0.539608,-0.087037,1.193613,0.730123,0.553516,0.131054,0.806268,0.176148,0.964498,0.583207,-0.351821,1.428279,-0.734368,0.79768,-0.893657,0.879679,1.209664,0.812426,1.357505,0.518978,0.669968,-1.505428,0.540043,0.628203,1.154613,-0.23773,1.406077,0.569824,-0.436635,0.792629,1.504251,-0.610878,1.386646,1.179829,1.089531,-0.221063,0.501119,1.076377,0.757299,0.630278,1.43812,0.832133,0.280311,normal
0.935018,-1.775494,-1.393154,0.770754,0.65113,0.071495,-1.006122,-2.056213,0.625999,0.511012,-1.366817,-0.292126,-0.157499,-0.127566,-1.483166,-1.916295,-1.080444,-0.228193,-1.215756,0.604641,1.053425,-0.182929,0.50984,-0.02798,-0.586881,-1.108418,0.754195,-0.493466,0.525293,1.033672,1.00703,0.909812,-0.366601,-0.426789,0.503269,-0.250918,-0.436642,-0.880138,0.510118,-0.51863,-0.160139,-0.4501,-0.179012,0.267164,-1.204628,0.246955,-0.180999,-0.452568,-0.124538,-1.085429,0.986746,-1.411435,-1.375856,-0.281267,0.595925,0.760908,-0.490899,-0.431812,-0.506,-0.259316,-0.983086,-0.586763,-1.779191,0.693354,-0.903485,0.623313,0.259782,-0.39751,0.462351,0.588163,-0.511761,-0.866384,-0.599998,-0.417836,-0.644374,0.509331,-0.76532,-1.181533,0.235106,0.497004,-0.29028,-0.244597,-0.319689,-0.443955,0.051359,-0.328104,1.446839,-0.314795,-0.883958,-0.320136,-0.784677,-0.034817,-0.042855,0.434406,-0.302219,-0.229905,-0.571576,0.027695,1.025209,0.683289,-0.675682,0.162574,-0.51341,0.557315,0.243366,-1.871413,-0.477625,-0.628777,0.179743,-0.306173,0.016266,-1.486987,0.103828,0.817848,-1.470217,0.79768,-0.571049,-0.562623,0.297372,-0.116334,-0.570361,0.442523,-0.46992,1.013459,0.540043,-0.634544,0.774049,-0.262001,-0.022251,0.569824,-0.537237,0.028864,0.705397,-0.564888,0.667905,0.02613,0.284706,-0.853467,0.099837,0.786558,-0.161477,-0.194674,0.36671,0.770308,-1.420054,normal
-0.079232,1.540495,-0.53698,0.617224,-0.143849,0.276952,0.422722,-0.513613,-0.520407,0.76779,-0.758093,1.466642,1.607266,0.814406,0.642039,-1.191261,0.476533,1.096276,-1.541109,0.536638,-0.009385,0.814547,-0.164337,0.624146,-1.029771,0.732047,-0.251791,1.517822,1.461507,-1.551219,-1.253882,0.909812,2.114664,1.307094,1.625846,0.978411,-0.744232,0.416355,-0.78373,0.224994,0.687334,0.454034,0.92004,-1.843836,0.574672,-1.966631,0.293751,-0.78884,1.81638,-0.108122,-0.969197,0.520318,0.654021,-0.012377,0.595925,-0.184449,1.656399,0.549047,1.126833,-0.90988,2.17141,2.037367,0.65752,-0.086115,-0.804774,0.895682,-0.374085,1.823865,0.516252,-1.100325,1.230821,0.396829,1.871565,1.176581,1.286279,0.509331,0.516319,1.523955,1.166559,-0.372011,1.469629,0.723586,-0.679048,1.839712,0.450729,1.506506,-1.200686,1.013986,0.914658,1.506786,1.413491,0.492599,0.755116,0.064674,0.075232,1.395805,-0.426782,1.046361,-1.163952,-0.750785,2.04931,-0.68584,1.71122,0.88284,-0.031431,0.371676,1.523533,1.682284,0.107545,0.216584,1.87439,0.764187,-1.8005,-1.679146,-0.058126,0.79768,0.55021,-0.554672,0.136335,-1.034398,-0.99291,0.620977,0.239736,-1.57319,0.540043,0.864193,-0.020332,1.247165,-0.384704,0.569824,0.179934,0.811234,-0.541987,1.379719,-0.460226,0.558749,-0.919953,2.244363,1.980327,1.349411,-1.170606,0.871353,-1.210355,-1.090545,0.374769,Cancer
0.07185,0.550857,-0.82412,0.518202,0.163564,0.809566,-0.905109,-0.630082,1.828064,0.272606,0.167005,-1.091335,-0.250254,-0.559218,-1.039302,0.110851,-1.304755,0.02566,0.996044,-1.020093,0.176022,0.504046,-0.574205,-0.373151,-0.084435,0.218684,0.366452,0.946335,-0.603594,-0.115946,0.049994,0.909812,-0.756418,0.94592,-1.128552,-0.635923,-0.189806,-1.550049,0.423923,0.87871,0.222047,-0.057301,-0.984857,-1.649355,-0.948616,-0.056856,0.587022,0.499813,0.706017,0.090743,0.889708,-0.442727,0.146225,-0.822523,0.595925,-0.367937,-0.803886,0.301502,-0.479044,1.327762,-1.46934,-0.935644,0.926256,0.293535,0.966641,0.315359,0.179582,0.384693,0.113523,-0.312688,-0.107678,1.166228,-0.385931,-1.204131,0.507158,0.509331,0.44005,0.438959,0.133827,1.202054,0.085642,0.867924,-2.539136,-0.611033,-2.535779,-0.297113,-0.305797,0.606425,-0.996823,-0.234232,0.254049,-0.078763,-0.070309,-0.039824,2.107534,0.147551,0.403973,0.347942,0.241278,0.841754,0.036087,0.281443,0.067089,0.421406,0.023163,0.10072,0.742052,-0.524443,0.226841,-0.302352,-1.109885,-0.590959,-3.402396,1.492938,-1.124554,0.461023,0.151383,-0.641612,-0.07147,-0.803245,-0.395666,0.334173,0.029285,0.566189,0.540043,-0.66685,0.074884,-0.473215,-1.199211,0.569824,0.529524,-0.752932,-0.152774,-0.948086,0.61039,-1.852327,0.611799,-0.205633,-0.563225,-0.451454,-1.033392,-0.325118,0.98526,0.763515,0.164209,Cancer
-1.286024,1.200376,-0.834842,-1.216914,-1.197408,-1.038899,-0.470413,0.530857,-0.685188,-1.490055,1.349908,-0.875279,-0.921091,-0.96305,0.523089,0.890046,0.074472,-1.237056,1.193123,-0.772015,-1.183738,-1.022919,-0.702592,-1.432699,0.317597,1.280429,1.396236,1.250586,-1.001682,0.619253,-1.094728,-1.73153,-1.59248,-1.668739,-0.879147,-1.637452,1.61406,-0.1356,-2.061879,-0.63061,-0.244351,-0.48475,0.750245,0.017184,-0.925352,-0.551757,-0.701749,-2.200896,-1.402497,0.179681,0.644019,-0.868091,-0.999825,-1.056583,-1.929162,-0.553798,-1.172264,-0.820199,-1.901274,-0.325256,0.109154,-0.487941,0.689904,-0.336714,-1.341789,-0.915545,-1.911603,-1.074316,-0.259568,-1.271278,0.022595,-0.651943,-0.615733,-1.462859,-1.196964,0.509331,-1.004619,-0.09378,0.295456,-1.103283,-0.659049,-1.698918,0.385425,-1.383991,1.330971,-2.361765,-0.468005,-0.042954,-1.280332,-1.126548,-0.915664,-1.355782,0.502589,-1.322081,0.845424,-1.531368,0.244032,-1.613736,0.484784,-1.454399,-0.972883,-0.510386,-0.976789,-0.80996,-1.209614,0.05199,-1.492138,-1.25768,-1.487153,-0.382638,-2.164944,-0.966771,0.410221,-1.655179,0.240193,-1.51246,-0.537074,-0.587492,-1.482565,-0.224337,-1.615695,1.313196,-1.342204,-0.296668,-1.732629,-1.452342,-1.144954,-1.264579,-2.242371,-1.493699,-1.433409,-2.413702,0.180469,-1.778002,-0.855988,0.778678,-0.662145,-0.590136,-0.310066,-0.992815,-1.638463,-2.164031,-1.709225,-0.215446,-1.578233,Cancer
-0.307308,-0.289627,-0.582094,-0.833646,-1.292818,-0.668097,-0.150329,0.322154,0.456636,-1.128424,0.198534,-1.110348,-0.292226,-1.912166,1.525867,0.350935,-0.806179,-1.256973,0.047207,-0.414258,-0.748963,-0.653078,0.207943,0.146619,-0.804458,-0.659915,-0.536884,0.817274,-0.186682,0.060857,-0.061552,-1.416979,-1.333204,-1.092069,-0.347709,0.500547,0.961744,-0.934749,0.239649,0.666473,0.181297,-0.20434,0.98035,0.375367,-1.213649,-0.243082,0.425177,-1.102291,-1.20306,0.303103,-0.899156,-0.353542,-1.453999,-1.053416,-2.037481,-1.114161,-0.373839,-0.918428,-1.608811,-0.765345,0.179009,-0.209506,0.551226,-0.764486,-0.682774,-0.227403,-0.850284,-0.102675,0.772323,-0.240132,0.671144,0.288858,-0.136118,-1.117157,-0.68726,0.509331,-1.353532,-1.424591,-1.926471,-0.145099,-0.989278,-1.428082,-0.207271,-0.30475,0.488791,-1.123035,-1.351268,-0.126225,-1.220558,-0.911539,-1.351553,-1.744113,0.663866,-0.78097,0.784524,-0.578423,-0.506092,0.072189,-2.622669,-0.814719,-0.447588,-0.282641,-1.060763,-1.01259,-0.426544,-0.244208,-0.189718,-1.358205,-1.478878,0.171206,-0.955194,-0.797852,-0.507109,-1.482049,0.743675,-0.712463,-0.679069,1.411486,-0.906058,-0.324374,-0.888952,0.483673,-0.428363,-1.25444,0.540043,-0.316252,-1.969598,-0.853977,-0.536745,0.569824,-1.270259,-1.451497,-0.306918,-0.526248,0.045293,0.725469,-0.741742,-1.015707,-0.378819,-0.956756,0.82097,-0.777969,-0.506482,-0.361247,-1.549597,Cancer
0.214975,1.596017,1.046113,0.726423,1.207764,-0.549264,-0.067415,0.595265,0.597109,0.509331,0.037279,-0.106308,-0.384503,-0.013556,-0.317329,-1.410145,-1.252189,-0.447795,0.948419,-0.852046,1.200856,0.010087,-0.979261,-0.92443,0.452421,-0.011317,0.104229,-0.809046,-0.728732,0.47055,1.056058,0.909812,0.105766,-0.592814,-0.049321,-0.654971,-0.405907,1.059609,0.252336,-1.017244,0.039805,0.035861,0.914405,-1.158475,1.433339,-0.167756,0.857341,0.807637,0.766875,-0.446259,0.809581,-1.564914,0.171488,-0.276051,0.595925,-0.578822,1.014783,0.961341,0.960594,-1.456287,1.266451,-0.170431,0.389552,0.47244,1.285921,-0.271568,1.337822,-0.272123,0.107777,0.270345,-1.250345,-0.557704,-0.301706,0.131847,-0.232306,0.509331,0.043098,-1.277439,-0.538231,-0.166178,0.383755,-0.675651,-0.327839,0.931721,-1.132181,-0.552529,0.687388,-1.078492,-0.127146,0.46075,0.271962,-0.01493,-0.586348,0.502023,-1.473275,-0.843794,-0.675412,-0.205058,-1.942742,1.081964,-1.105313,-0.428814,0.946203,1.317357,0.782093,-0.591687,0.006538,-0.311737,-0.680249,-0.575637,0.560881,-0.089173,-1.795492,0.740361,0.04828,0.79768,-0.69146,-0.243444,0.793659,-1.000868,1.357505,-2.031435,1.08443,0.82682,0.540043,-1.501876,0.11361,0.874676,-0.122506,0.569824,0.213718,-0.113632,-0.056961,-0.584087,-0.004125,-1.138945,-2.011254,-0.492675,-0.119907,-1.408485,-1.450924,0.242944,0.799655,-0.684834,0.015678,Cancer
-0.2863,-0.165454,-0.103844,-0.871149,-1.487787,-2.093899,-0.103247,0.376934,-0.879906,-0.485912,0.109578,-0.508364,0.381879,-0.545818,0.691642,-0.131417,0.672389,-0.39784,1.062522,-0.677412,-1.333266,-0.875908,-0.816566,-0.664483,1.840392,0.694833,2.200106,-0.279638,0.061902,1.326132,-1.994782,-1.748421,-0.367845,-1.066598,0.009121,-1.237979,-0.982389,-1.209126,-1.84197,0.607088,-1.475976,-0.615473,1.317437,0.367159,-0.575415,0.539449,-1.71125,-1.97943,-0.796964,0.899541,0.673585,-0.632675,-0.500966,-1.529002,-1.431838,-0.136188,-1.273717,-0.958434,0.10162,-0.411782,-0.343232,-1.049203,1.249335,-1.493018,0.29167,-1.011301,-2.222594,-0.685052,0.272079,-1.129969,-0.323342,-0.744088,0.273663,-1.175856,-1.170103,-0.103164,-0.294224,-0.324315,0.46737,-0.343389,-0.35994,-1.737025,0.74368,-1.924062,0.540639,-0.97301,-0.931216,-1.53063,-1.120069,-1.613232,-0.360284,-0.841111,0.488714,-2.268207,-0.39317,0.001995,-0.362898,-0.364176,0.595105,-2.162323,-0.421581,-0.732244,-1.092257,-1.194166,-1.619877,-1.576546,-0.967372,-1.045503,-1.830321,-1.686656,-1.653163,-1.520299,3.231331,-1.659844,-0.266866,-1.957858,0.298377,-2.404045,-1.930957,-0.11184,0.340383,1.966829,-1.494317,-0.416776,-2.266338,-1.354398,0.945967,-0.897637,-1.82297,-2.064546,0.773238,-0.088283,-0.23239,-0.416009,-2.270166,0.986328,-1.001482,-0.114217,-0.969859,-0.995596,-1.52707,-1.431916,-2.038709,-1.423915,-1.22593,Cancer
