@relation 'DLBCL_ADASYN_resampled_data-weka.filters.unsupervised.attribute.Remove-V-R2123,327,534,2275,450,483,839,2208,1157,1987,152,286,92,1807,343,797,2068,1895,584,617,2106,1226,1650,127,2621,2318,2000,1865,251,2335,2648-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N7-F1'

@attribute X52142_at numeric
@attribute D79987_at numeric
@attribute HG4074-HT4344_at numeric
@attribute X69433_at numeric
@attribute HG1980-HT2023_at numeric
@attribute HG2874-HT3018_at numeric
@attribute L36720_at numeric
@attribute X62078_at numeric
@attribute M57710_at numeric
@attribute V00594_at numeric
@attribute D21063_at numeric
@attribute D55716_at numeric
@attribute D10925_at numeric
@attribute U63743_at numeric
@attribute D80008_at numeric
@attribute L25876_at numeric
@attribute X13293_at numeric
@attribute U78525_at numeric
@attribute J02645_at numeric
@attribute J04031_at numeric
@attribute X17567_s_at numeric
@attribute M74093_at numeric
@attribute U37426_at numeric
@attribute D14662_at numeric
@attribute Z50115_s_at numeric
@attribute X74801_at numeric
@attribute X02152_at numeric
@attribute U73379_at numeric
@attribute D45248_at numeric
@attribute X76534_at numeric
@attribute CLASS {Cancer,normal}

@data
1006.095345,1786.800103,2850.19864,2848.990291,12811.64349,3015.658113,1894.014834,4066.13709,4416.461983,5763.734826,2538.911575,4843.750596,947.529771,2212.603506,991.913386,1192.572321,3517.136962,4301.795568,2128.174949,1352.959149,11044.97086,1000.035526,682.738965,3709.559875,2280.627469,3091.371764,16000,4761.145331,7124.693058,3713.708239,Cancer
1064.411379,1909.357326,4213.721659,1918.992712,15730.75956,2019.294822,1966.130506,2656.114255,2424.707677,4534.120735,5257.589208,3029.15111,834.953812,2058.70972,1626.832247,1174.015247,4648.871674,3078.612279,1709.743384,1134.770656,11875.89968,1706.568689,804.549154,1036.298199,2130.200498,2261.734573,12519.15398,5290.443938,5667.674712,1458.035986,Cancer
1163.443597,2230.128812,4465.940703,3228.410221,10815.44782,2573.123393,2445.752556,7262.860758,9062.482115,12321.10442,4830.041137,4581.754921,1719.975586,2624.400427,1024.563194,1094.384355,2528.759646,4670.75805,2384.535485,2791.152083,8182.503815,1338.027728,908.925784,3302.787795,2720.368625,2845.027439,12345.8299,3169.547358,13450.03626,5684.342894,Cancer
517.772549,1418.931726,1209.219174,1140.409592,5468.660902,1170.206432,1081.411648,2113.278586,2120.534569,4253.517773,1716.300711,2420.291223,855.330534,1282.698878,589.414677,699.427871,1815.106441,1806.229162,1796.479525,792.541972,5185.39553,756.003459,471.193046,1616.384184,2110.650713,1226.984644,4942.07328,1765.070235,2763.727493,896.169426,normal
441.113661,1090.847975,861.582102,898.805612,3333.677388,908.198749,1047.456708,1514.764117,1401.253988,3500.828856,1142.494896,1214.324399,876.591759,1403.818741,467.357135,507.093116,1796.617686,1211.837385,1109.127085,676.833143,3072.068729,734.858817,423.642729,1130.24948,1445.39947,817.911521,1547.42459,1335.874917,2157.442828,599.097029,normal
417.078432,1333.150521,975.341079,963.651935,2959.908787,982.545522,1257.889381,1759.02912,1976.786467,2786.619676,1764.732401,1702.67058,916.179924,1031.292726,664.132603,585.620419,2026.031044,1503.446593,1308.72711,782.04954,3687.761395,767.908576,465.202045,1528.622685,1826.373313,1148.660083,3438.030864,1521.686908,2814.913555,773.009432,normal
487.662132,1429.92727,1374.138567,1206.692596,4811.896469,1253.976847,1062.400102,2346.512893,3327.748677,5538.663288,1877.866255,1849.788506,1025.752365,1338.471384,636.28711,802.303167,1727.8755,1591.349222,1429.599609,1051.715662,4004.128714,768.775653,459.834231,1816.136706,1996.866934,1674.40392,5002.187733,2134.870364,4400.734396,1480.604796,normal
502.132064,1200.376807,1002.747872,1033.212031,3113.931044,1024.821895,1276.933582,1383.19533,1283.537803,3145.488669,1386.82578,1485.256521,841.438598,1631.139361,500.961513,523.102298,1731.710966,1086.882673,1316.094163,755.633085,3055.794138,776.057169,408.037829,1239.654217,1798.681953,980.404215,2120.393676,1386.939011,2247.750885,627.954608,normal
486.4055,1164.608583,947.591989,1093.529573,3495.677579,1122.027668,1091.161639,1503.411492,1884.483136,3127.757864,1535.648133,1761.29702,880.050631,1452.278686,514.609782,572.289359,1815.752811,1254.850084,1419.318762,762.854789,3165.661099,723.524889,403.261203,1468.468032,2093.56478,1170.115751,2390.849655,1312.373289,2948.995998,915.540858,normal
506.391828,1284.092026,1068.896428,1236.212528,2888.55679,1165.941635,1175.326679,1539.583358,1783.50888,2908.755475,1561.231382,2251.730148,826.17017,1505.138938,570.698059,601.006363,2061.677415,1449.067981,1493.107141,673.461922,3843.550872,794.851286,461.074705,1378.043671,1536.688269,1220.543463,4060.133433,1844.24656,2285.093918,1156.523004,normal
456.998143,1259.153643,1037.52127,1092.771198,3671.384698,1095.519325,1259.590426,2022.266416,2038.526852,2556.84067,1813.919522,2098.928564,911.828453,1319.254184,598.846877,722.701401,2134.422285,1599.744873,1431.152072,710.778377,3958.345498,789.322958,461.535384,1868.371253,1928.228698,1327.730442,4481.980532,1565.607854,3419.997299,774.237504,normal
657.06922,1353.269812,1446.068762,1832.513305,4895.338278,1518.142313,1029.242594,2193.526735,2391.943701,3577.565952,1491.522222,2128.667649,1045.403699,1345.761662,505.762971,678.215159,2224.597855,1441.785059,1722.890066,735.785001,3038.536091,804.028425,419.727957,1941.362012,1750.641132,1123.854305,2947.286135,1574.159119,3762.395695,1209.716576,Cancer
558.477901,1437.051264,1098.012696,1312.812825,4440.107805,1212.263772,1299.377264,1881.438639,1769.749307,2157.56113,1639.395597,1900.145429,830.234204,1378.635996,549.360862,707.651526,2233.342453,1727.351063,1419.14687,1388.569032,3900.727039,805.218196,480.514949,3334.867233,1753.685362,1073.001986,2999.137654,1659.28425,3056.242343,1000.896804,Cancer
733.817145,1876.546497,1576.940879,1756.588495,9967.643567,1264.805446,1823.508795,3283.944451,2527.450434,4661.674615,2229.531604,2869.547938,871.022429,2129.874691,631.049814,1203.026706,2897.62032,2482.20399,1891.985241,923.385382,4656.563159,981.462181,450.042004,2197.419913,2473.855185,2580.365421,10713.3867,2604.635973,3280.70872,1514.769468,Cancer
767.351764,1925.790391,1704.604015,2015.189783,11908.80031,1381.87416,1473.568059,7322.846762,10362.43141,16000,3404.075244,3478.64129,1530.116574,1938.700143,601.862126,848.5286,2614.003354,3056.462401,1785.368898,1915.84458,8914.873925,845.968032,758.387458,2320.295765,2353.828496,2280.583638,14376.59671,3460.591958,8885.821341,8921.445889,Cancer
807.187849,1849.547327,1827.040928,1442.401404,4521.304225,1434.966195,1963.188202,2788.58851,3429.647214,5810.507015,2604.344705,3070.479977,937.727638,1813.928777,576.751356,980.62422,2268.252725,2450.072902,1861.014743,1331.052265,5111.58805,969.780969,575.342072,2294.169629,2419.870543,2885.994458,8280.311845,3718.067495,5008.412737,1576.445431,Cancer
779.639412,2098.657642,2190.390749,1504.235569,7043.157944,1596.566795,1557.01835,2615.725851,2521.42707,3897.000041,2158.039776,3600.797747,942.720291,2166.110026,789.135821,894.446042,3359.929343,2015.326317,1906.911218,980.515036,4838.820131,1029.183049,576.493965,1965.363939,3851.878637,2455.002058,6370.221848,2274.600394,3821.805482,1184.221392,Cancer
726.081407,1786.173586,2308.652621,2320.553797,8989.973444,2099.536703,2121.64545,3294.410255,5034.350358,16000,2611.926812,3018.773149,1083.683942,1980.408277,928.87682,1311.881771,5165.840308,2676.665104,4633.134487,1789.071568,10365.66044,1065.177749,712.659567,3295.587622,2106.943413,3032.12424,13731.39361,3476.047388,14234.86319,940.175249,Cancer
1147.816696,2317.805017,5042.050923,1988.06074,16000,3667.71828,3702.127332,6598.474015,10566.63365,9671.009086,3299.294119,2952.776989,1297.980608,2634.952279,993.415918,940.600473,4072.64318,7027.686539,3047.455947,2831.457781,12972.8356,2665.90716,733.291044,3342.273653,3344.986106,3255.549555,16000,4384.802856,8324.703236,1487.81442,Cancer
796.961621,1821.081663,1896.730382,1350.380993,6245.712133,1678.648397,1913.121907,2312.24715,2331.788266,2831.297082,3067.726862,2477.128695,797.015299,1474.887468,586.6344,848.932181,2031.716955,2347.193879,3581.473556,1801.445586,6290.585525,875.48043,708.949515,2337.013845,2152.007059,1958.883839,8253.424543,2218.314461,4420.362137,932.420395,normal
436.585697,1368.431432,1409.14472,1585.196717,4359.561659,1570.672323,1507.243218,2180.347235,2946.649905,4238.615029,1837.851631,2606.931031,958.70813,1481.01217,534.08591,699.615157,2126.374713,1487.039752,2093.168216,1128.838128,5239.887238,783.328957,441.089888,1998.035613,2151.183357,1958.221445,6184.597574,1696.463445,6988.192699,870.345186,normal
490.636565,1196.800028,1089.91753,1201.573798,4270.911268,1190.716922,1261.023815,2244.083839,2090.552508,2363.21694,1855.367145,2432.83613,908.161676,1561.90547,543.833732,838.212959,2225.758377,1680.890807,1534.313706,650.721592,4186.353723,807.367829,458.445666,2154.661049,2014.057338,1478.624431,5361.666764,1602.617925,3929.872301,775.272341,normal
504.236172,1142.845286,1209.643318,1138.663625,3773.925132,1148.124291,1076.446101,1850.31154,2260.887526,3501.780243,1771.673381,1739.344411,899.859513,1099.373518,534.511064,673.961888,2182.898672,1617.588156,1320.590411,799.266129,3522.102979,714.218412,453.066895,1340.958551,1580.557841,1189.628308,4514.973698,1727.459726,3320.912523,955.402294,normal
513.035532,1328.057794,1119.18832,1212.435071,3757.045158,1173.136516,1141.041344,1726.305742,1891.181817,3366.415829,1607.177256,2325.847152,833.186324,1444.941316,574.0822,634.704293,1979.583913,1567.895331,1601.275046,710.240929,4301.282757,782.586566,464.359889,1453.75259,1721.29648,1224.973169,4377.292219,1827.649358,2429.994501,1080.695463,normal
516.998264,1402.142314,1190.598633,1139.882429,5342.833539,1167.706003,1081.390999,2079.903689,2098.594699,4185.656237,1710.955017,2386.369503,856.808074,1290.732728,586.086664,690.237556,1814.813352,1773.49063,1775.619734,791.941915,5069.261326,753.97676,467.551358,1607.711365,2117.399278,1229.313325,4795.065168,1737.899753,2786.696982,902.755308,normal
512.948679,1326.391615,1117.537599,1213.755662,3725.662583,1173.19024,1142.134658,1719.210572,1886.976621,3350.150763,1605.176471,2324.115515,832.780309,1447.916041,573.801078,633.517583,1982.599617,1563.525466,1597.695961,708.731934,4285.072498,783.073969,464.234603,1450.77073,1714.157647,1224.936288,4366.936925,1828.79675,2423.875487,1084.078758,normal
428.903915,1312.181375,996.206418,986.716786,2973.640035,1002.176613,1245.807101,1756.682469,2101.311196,2870.363234,1745.996084,1750.5538,920.397645,1053.590602,640.23722,587.995587,1969.208777,1542.115389,1329.692648,779.740281,3662.253586,783.242204,447.484291,1507.206877,1829.240684,1203.477251,3424.356477,1496.560559,2841.62689,785.714901,normal
