@relation 'Leukemia_transformed_data_johnson_py(gene_index)-weka.filters.unsupervised.attribute.Remove-V-R1834,6855,3252,2354,4847,804,2121,1882,6041,4328,6281,1829,1725,760,4373,2363,2128,4377,4196,7119,1745,5501,6185,2288,6919,4366,4951,5772,6283,1909,6376,235,1779,461,1598,1704,1144,2642,4229,4211,4973,6967,2402,2020,6225,2141,6974,5552,1260,1685,3722,2111,3904,3507,1369,3320,4582,6806,2441,6347,5833,4116,1157,1962,5593,2497,5171,1630,3433,758,6005,4167,4535,6797,874,2348,2833,6702,3899,6803,1928,4894,1400,88,6573,6761,2439,4609,4291,5130,5377,1120,4472,5254,6201,6378,4438,5683,4082,4107,7130'

@attribute M23197_at numeric
@attribute M31523_at numeric
@attribute U46499_at numeric
@attribute M92287_at numeric
@attribute X95735_at numeric
@attribute HG1612-HT1612_at numeric
@attribute M63138_at numeric
@attribute M27891_at numeric
@attribute L09209_s_at numeric
@attribute X59417_at numeric
@attribute M31211_s_at numeric
@attribute M22960_at numeric
@attribute M14636_at numeric
@attribute D88422_at numeric
@attribute X62320_at numeric
@attribute M93056_at numeric
@attribute M63379_at numeric
@attribute X62654_rna1_at numeric
@attribute X17042_at numeric
@attribute U29175_at numeric
@attribute M16038_at numeric
@attribute Z15115_at numeric
@attribute X64072_s_at numeric
@attribute M84526_at numeric
@attribute X16546_at numeric
@attribute X61587_at numeric
@attribute Y07604_at numeric
@attribute U22376_cds2_s_at numeric
@attribute M65214_s_at numeric
@attribute M29696_at numeric
@attribute M83652_s_at numeric
@attribute D14664_at numeric
@attribute M19507_at numeric
@attribute D49950_at numeric
@attribute L41559_at numeric
@attribute M13792_at numeric
@attribute J05243_at numeric
@attribute U05259_rna1_at numeric
@attribute X52056_at numeric
@attribute X51521_at numeric
@attribute Y08612_at numeric
@attribute M15395_at numeric
@attribute M96326_rna1_at numeric
@attribute M55150_at numeric
@attribute M84371_rna1_s_at numeric
@attribute M63959_at numeric
@attribute M28170_at numeric
@attribute L06797_s_at numeric
@attribute L09717_at numeric
@attribute M11722_at numeric
@attribute U77948_at numeric
@attribute M62762_at numeric
@attribute U88964_at numeric
@attribute U62136_at numeric
@attribute L19437_at numeric
@attribute U50136_rna1_at numeric
@attribute X76648_at numeric
@attribute X14008_rna1_f_at numeric
@attribute S50223_at numeric
@attribute M63838_s_at numeric
@attribute U05572_s_at numeric
@attribute X12447_at numeric
@attribute K01396_at numeric
@attribute M33680_at numeric
@attribute D26156_s_at numeric
@attribute S76617_at numeric
@attribute Z49194_at numeric
@attribute L47738_at numeric
@attribute U57721_at numeric
@attribute D88270_at numeric
@attribute M32304_s_at numeric
@attribute X15414_at numeric
@attribute X74262_at numeric
@attribute J03801_f_at numeric
@attribute HG2788-HT2896_at numeric
@attribute M91432_at numeric
@attribute U16954_at numeric
@attribute X97267_rna1_s_at numeric
@attribute U88666_at numeric
@attribute M19045_f_at numeric
@attribute M31303_rna1_at numeric
@attribute X98411_at numeric
@attribute L21954_at numeric
@attribute AB002559_at numeric
@attribute U49020_cds2_s_at numeric
@attribute L11672_r_at numeric
@attribute S46622_at numeric
@attribute X78669_at numeric
@attribute X56468_at numeric
@attribute Z35227_at numeric
@attribute U07139_at numeric
@attribute J04615_at numeric
@attribute X68560_at numeric
@attribute D38073_at numeric
@attribute Y00787_s_at numeric
@attribute M83667_rna1_s_at numeric
@attribute X66401_cds1_at numeric
@attribute U19713_s_at numeric
@attribute X05908_at numeric
@attribute X07743_at numeric
@attribute CLASS {ALL,AML}

@data
-0.860661,0.318792,-0.598525,1.472397,-0.452864,0.119165,0.28979,-0.232489,-0.584538,0.807687,0.722595,-0.585583,-0.297249,0.037302,0.027734,-0.242515,-0.213931,-0.534266,0.64289,0.021717,-1.001043,0.638307,-0.290147,0.024336,0.612178,-0.453436,-0.628265,1.074045,0.556807,-0.79131,0.025293,-0.200545,0.224433,0.760469,0.101286,0.607185,0.28242,-0.050226,0.396876,0.133642,-1.187438,-0.298427,0.007853,-1.721261,1.070124,0.076332,0.55387,-0.260928,-0.364313,1.395228,-0.530498,0.192797,0.48903,-0.739256,0.172029,-0.911268,0.386465,0.646113,-0.169909,1.066097,0.465448,0.527153,-0.617559,0.268118,-0.111581,0.441759,0.489054,-0.58267,0.048828,1.736728,-0.136649,-0.583609,0.196677,0.606804,-0.514516,-1.340007,0.078775,1.225375,0.106123,0.773596,0.079491,-0.432431,-0.250177,0.346714,0.115164,-1.116832,-0.088914,-0.523001,-1.091204,-0.473973,0.535216,0.118356,0.453264,0.780195,-3.313518,0.277382,1.382624,0.005923,-0.351023,-0.18105,ALL
-0.782873,0.002734,-0.774584,-0.365395,-0.361666,-0.16948,-0.720691,-0.442704,-0.736161,-0.997219,-0.586904,-0.786247,-0.564143,-0.46676,-0.342483,-0.720967,-1.017405,-0.272308,-0.539177,0.891534,-0.806173,-0.917671,0.177347,0.040086,-0.245112,-0.308373,-1.118543,-1.725146,0.289228,0.95341,-0.7387,-0.699334,-1.695488,-0.102238,-0.533188,-0.572996,0.978173,0.550024,-0.11758,-0.288001,0.43598,-0.231892,-0.406972,-1.530485,0.432377,-0.063478,0.174113,1.523569,-0.138853,-0.132047,-0.756884,-0.096076,0.95995,-0.433181,-1.865934,-0.265722,-0.174343,-0.693817,-0.610077,-0.560491,0.115569,-0.928733,-0.345689,-0.241537,0.425538,0.22695,0.506965,0.701544,-0.602261,-0.478543,-1.832701,-0.744188,-1.64838,-0.620258,0.132906,-1.421406,-0.01017,-0.010931,-0.212125,-0.852773,-1.921303,-0.551652,-0.273305,-0.713266,0.044621,0.01464,0.045102,0.817433,-0.610803,1.696837,0.714569,0.693309,-0.487776,-1.783751,0.288156,0.051413,-0.056081,-0.009312,-0.173006,-0.225076,ALL
0.126366,0.826687,-0.477644,0.983398,-0.244589,0.212853,-0.947574,-2.020548,-0.203366,0.464281,0.3731,-0.311659,-0.089627,-0.524419,-1.319254,-0.337123,0.150399,-0.877897,-1.192674,-0.165081,0.543627,0.821807,-0.698153,-1.623839,-0.713404,-1.116523,-0.604664,1.223004,1.139423,1.752699,-0.096079,0.004147,-0.857365,0.856568,-0.646113,0.662635,-0.288721,0.812256,-0.115143,0.749061,0.804247,-0.797368,-0.347771,-0.000524,0.952794,-0.84876,1.092341,0.496118,-2.278349,-0.174718,1.308094,-0.868909,0.397379,0.22447,0.208123,-0.24921,0.750234,-0.462342,1.004642,0.39826,-1.865021,-0.999992,-0.012972,1.794538,-0.607998,1.486605,0.090746,0.069249,-0.316363,1.041422,0.125202,0.031161,0.495966,-0.485909,-0.090991,0.827708,-0.118821,1.205573,0.303064,-0.371492,0.716395,0.504944,-0.427021,-0.129264,1.002997,0.457102,0.657021,0.599367,0.01316,-0.492394,0.140773,-0.022437,1.025583,0.200457,-0.40444,-1.544428,0.044963,-1.00408,-0.145143,-0.144891,ALL
-0.571552,0.660324,-0.440553,1.376462,-1.664861,1.675192,0.443052,-0.183647,-0.611267,1.489125,1.633662,0.296211,-1.431753,-0.398658,0.161294,0.41651,0.495926,-0.33562,-0.733783,1.156093,-0.516003,0.458538,0.31071,-0.860277,-1.755261,0.000642,1.316423,0.788019,0.036132,1.697087,0.344793,-0.688329,-0.626116,-1.544808,-0.7287,1.794733,3.230776,-0.780933,-1.308269,2.190546,1.127664,0.702056,-0.251689,-0.181274,-0.564937,0.479735,-0.375286,-0.092141,0.07802,-0.227355,0.645243,0.165281,0.557426,1.040015,0.923536,-0.213676,0.660599,0.026766,1.587526,0.200846,-1.492411,0.639757,0.542048,0.287846,0.403103,0.70919,-0.326386,2.021048,-0.292299,-0.72487,0.770724,0.762927,2.076901,0.125179,1.443722,1.735498,3.324072,0.914179,1.41026,0.245097,2.080462,0.067815,-0.87653,-0.064019,0.259203,1.038169,0.411747,0.943598,2.122293,1.540996,2.714318,1.908465,1.022989,2.17493,-0.303832,0.002398,-0.468799,0.585612,1.117006,-0.399693,ALL
-0.650972,-0.207738,0.733574,-0.192126,-0.461852,-0.194406,0.158623,-0.061795,-0.427021,-0.481699,-0.374325,0.335163,-0.470849,-0.055522,-0.002164,-0.84721,0.014668,-0.07397,0.095773,-0.186326,0.161596,0.493242,0.590881,-0.408257,-0.295677,0.238461,-1.87135,-0.407612,-0.726393,1.268289,0.322807,-0.228454,-0.353294,-0.467115,0.49745,0.190804,0.485895,-0.941841,-0.735558,-0.38803,0.734469,0.778137,-0.357545,0.421541,-1.106917,-0.515201,0.230757,-1.063197,-0.953946,-0.69468,0.725632,-0.944288,-1.002539,1.188718,0.348946,-0.369579,0.254937,0.595957,1.373307,1.066097,-1.340387,-0.696924,0.573773,-0.465904,-0.016714,0.650156,-0.30122,1.026343,-0.260811,-0.749243,-0.561668,0.181103,1.331233,0.442855,0.933587,0.437345,1.642467,2.29839,1.709305,0.555948,-0.188647,1.6539,-0.248208,-0.402407,0.048676,1.01234,-0.445057,0.30208,0.924404,1.860363,-0.926574,0.492208,1.200866,0.953911,-0.502654,0.596331,0.893559,0.953121,0.636368,-0.550513,ALL
-0.571552,0.461059,-0.736033,0.084882,-0.29348,0.098768,-0.660487,-1.190815,-0.65539,1.209751,0.376206,-0.72675,-0.052458,-0.569262,-1.338953,-0.416901,-1.820982,-0.847493,-0.320096,1.047857,-1.809099,0.953284,-1.211057,-0.264641,-0.852097,-0.824505,-0.379004,0.546683,-1.310413,-0.613176,-1.121445,-0.591354,-0.216637,-0.143349,-0.44034,-0.31623,0.783411,0.081496,-0.666791,0.175241,-0.157947,-1.038019,-0.569886,-0.015608,1.615446,-1.682345,0.77701,1.303594,-0.983361,1.441537,-0.760101,-1.099375,0.901917,0.148567,-1.310542,0.233791,1.050172,-0.723722,-0.254142,0.311311,-0.329122,-0.236987,-0.555489,0.006503,0.611059,0.448712,1.331748,0.60689,-0.879246,-0.689641,-0.387795,-0.317764,0.899115,-0.827181,-1.393749,0.274029,-0.188546,0.313246,0.205952,-0.916624,-0.23163,-0.637445,-1.118226,-0.950604,0.923003,0.097441,0.251367,0.89829,-0.001408,-0.244481,-0.327316,-0.410128,0.671562,0.46405,-1.676613,-0.461795,1.107981,-2.41678,-0.904792,-0.320838,ALL
-1.084242,0.958957,-0.529335,0.644892,-0.561252,1.064775,-0.66409,-1.348167,-0.359211,0.470869,0.550455,-0.366689,-0.463043,-0.290451,-0.467972,0.104254,0.000917,-0.110184,-0.238719,0.840623,0.036899,1.297664,-0.578506,-1.03162,-0.09439,-0.240077,-0.447421,1.320049,0.584122,0.349056,-1.046184,0.194076,-0.371408,0.470412,-0.533188,0.783639,0.112776,0.9733,0.417396,1.043098,1.327223,-0.673185,-0.38108,-0.219753,0.90267,-0.275995,1.310683,0.447235,-0.57021,-0.146397,1.821625,-0.415006,0.25818,1.089415,-0.345609,-0.314603,1.317069,-2.329465,1.162128,0.503377,-0.304747,-1.081851,-0.048722,2.421163,0.279307,0.812233,-0.006671,0.299165,-0.53443,0.855642,0.029309,0.529139,0.855628,-2.582411,-0.431163,1.043217,0.133028,0.010573,0.194998,-2.520889,0.380513,0.719455,0.10104,-0.622458,1.61681,0.909802,1.976899,1.512191,0.668296,0.132633,-0.213228,0.725275,0.831516,1.090847,-0.437754,-0.424889,0.308883,-0.068459,-0.148244,-0.407909,ALL
1.687632,-1.756058,0.634997,-0.540041,0.489893,-1.478607,1.999261,2.055305,1.257453,-0.698206,-0.448586,2.289123,0.91422,2.492606,1.616075,0.765644,0.825148,1.415695,1.010754,-1.605336,1.279373,-1.604211,0.934341,1.392452,1.57809,2.880801,0.614673,-1.538134,-2.262304,-1.330077,2.284776,0.899947,-0.145522,-0.061837,2.059671,-1.261941,-0.552163,-0.761549,1.423189,-0.578907,-1.472717,2.783295,-0.184544,-0.223836,-1.488105,1.4733,-0.753664,-1.138864,1.20639,-0.877514,-2.224269,1.288932,-1.810999,-1.456685,2.452534,-0.977765,-0.118634,2.105924,-0.81648,-1.109919,1.963542,1.339409,1.944473,-0.363603,-2.917747,-0.196258,-0.241677,-0.341497,1.868629,-0.772996,1.2079,-1.156687,-0.614669,2.167179,2.287926,-1.271746,-0.100667,-0.692759,-1.546582,2.060918,-2.009055,0.874677,3.360375,-0.52883,-1.253312,-2.144456,-0.893099,-1.11747,-2.012065,-2.003116,-0.138135,-1.019558,-1.851497,-1.265525,-0.242633,1.321459,0.133676,1.739773,0.769597,-0.022381,AML
1.972437,-0.656714,1.150331,-1.957295,1.537785,-1.432678,1.869937,0.381975,0.525327,-1.083265,-1.702381,1.69251,2.266169,0.272625,-0.2384,3.250854,1.598085,0.090037,1.000236,0.075764,1.111097,0.540742,0.481005,0.728175,0.694521,1.261474,0.424914,0.455967,-0.72409,-0.285376,0.758158,0.05625,0.409402,2.292436,0.49745,1.21746,-0.768262,-0.485988,1.480486,-0.583792,-0.408766,0.797361,0.040924,2.766363,0.178994,0.861042,0.045866,-0.248145,-0.248855,-0.997753,0.266875,1.008458,-0.459044,-2.043426,1.28157,1.76168,-0.822279,-0.679212,-2.144797,-1.033796,0.425163,0.878019,0.141525,-1.428974,-0.324789,-2.791174,-3.191277,-0.584423,2.036997,-0.5537,1.391676,-0.496497,-0.274663,-0.900454,0.676224,-0.583942,-2.563873,-2.104491,1.072803,-0.537768,-0.796233,2.003093,-0.600676,1.964288,0.427516,0.668425,0.368145,-1.259825,-1.160134,-0.665716,-2.296433,-0.402778,-0.108939,0.028464,0.318466,-0.195266,-0.847043,0.997743,0.687084,1.097307,AML
1.264009,-1.451619,1.301145,-0.465395,2.266331,-1.249912,1.310085,1.429938,1.376728,-0.528701,-1.516816,1.027639,0.549265,1.530999,1.408612,1.483489,2.099883,1.389926,1.161965,-1.934584,1.80529,-0.881168,1.527287,1.3098,1.305469,2.166671,0.852278,-0.623823,-1.284843,-0.751524,0.430804,0.845016,1.036286,1.690425,1.184029,-1.031134,-0.910537,-2.74094,2.068264,-1.085841,-0.833258,0.842442,1.23327,1.440013,-0.50546,1.285771,0.03243,-0.556541,0.434054,-0.775384,-0.873063,1.378225,-1.18093,-0.81065,0.468141,1.266823,-1.127852,1.243429,-0.398331,-1.0598,0.643078,1.030247,1.326168,-0.396336,-0.351451,-0.814957,-0.63854,-0.152273,0.881114,-1.768219,1.981302,-1.01626,-1.655056,1.186975,1.108871,-0.839326,-0.118821,-0.885675,-0.090691,1.246041,-1.503297,1.17765,0.66514,1.123814,-0.827618,-0.756284,-0.584298,-0.623724,-0.299284,-0.537601,-1.152477,-1.57572,-0.813462,-1.369039,1.809701,0.750153,-1.163192,1.037901,1.025479,2.416869,AML
1.434501,-1.233288,1.046929,-0.994381,2.440065,-0.30999,1.640325,1.730346,2.135841,-0.565165,-1.273705,2.813273,1.501385,2.514461,2.013838,1.362785,2.121667,2.899903,1.664405,-1.827413,1.78699,-0.998924,2.334698,1.413417,1.083992,1.349243,0.121093,-1.414497,-0.779612,-1.010223,1.056588,1.709182,-0.254226,1.570909,2.512799,-1.616121,-0.672084,-0.824622,1.604871,0.182815,-0.767927,2.179839,1.094882,1.690223,-1.649704,2.642242,-1.960817,-0.61768,2.77143,-0.616286,-1.019462,1.445549,-1.338412,-0.552718,0.899796,2.113735,-1.274687,1.213229,-0.62939,-1.35644,2.803327,0.637611,1.271133,0.013404,-1.130797,-1.394813,-1.030231,-0.841629,1.198189,-0.710521,1.990979,0.405716,-0.883264,1.254549,2.075524,-1.313981,-0.626419,-1.311743,-0.811908,1.107736,-2.097244,0.510829,1.807533,1.605555,-1.067655,-0.635004,-0.468141,-0.999401,0.635681,-2.524465,0.06614,-1.25218,-1.57334,-1.755878,0.979179,0.725742,-0.682835,1.32801,3.093557,2.866254,AML
1.110005,-0.804807,0.93289,-2.162091,-0.031177,-1.432678,0.806574,0.074861,0.13571,-1.713637,-2.135938,0.960877,0.851944,0.415139,0.020706,-0.25226,0.592696,-0.151643,0.427993,-1.040528,0.373488,-1.439023,0.06061,-1.304365,0.259127,-0.065546,1.574086,-0.939245,-0.614492,-0.636783,0.378932,0.133298,1.673751,1.378777,0.632446,-0.182108,-1.502102,-0.666328,-0.086548,-1.283064,-1.812898,-0.357103,-0.272962,0.801525,-0.760267,-0.825695,-0.164664,-2.162663,-0.168384,-0.875715,-0.079535,-0.568774,-1.122213,-1.68515,-0.194412,1.031939,-0.980349,0.18439,0.057434,-1.183239,-0.491471,-0.783291,-0.345689,-1.009622,-1.583842,-0.748366,-0.423813,-0.750855,0.876997,-0.737345,0.669087,-1.410672,-0.80708,0.146425,0.245444,-0.833435,-1.053306,-0.427624,-1.485615,0.204157,-0.308718,0.782815,-0.936322,-0.198241,-1.620907,0.375815,-0.553198,-0.186787,-1.063206,-1.582607,-2.166439,-0.974967,-2.833124,-0.641698,-0.418872,0.426093,-1.138971,0.870086,0.038364,-0.18105,AML
-1.273421,1.173502,-0.31908,0.494028,-0.927232,-0.067753,-0.486421,-0.709971,-0.70539,0.392624,-0.116303,-0.242311,0.260553,0.136234,0.157681,-0.543761,-0.248507,-0.232798,1.127234,0.171116,-0.680158,0.095263,0.096954,-0.317378,0.717672,-0.402697,-0.709461,0.695493,1.369684,0.120939,-0.259973,-0.279414,-0.040312,-0.858496,-0.389692,0.310771,0.475872,0.208969,-0.735558,-1.013598,-0.151218,-0.192916,-0.079567,0.434505,0.959039,-2.55187,1.318569,1.063807,-2.33822,1.40875,0.691799,-0.841644,1.299065,0.446308,0.196974,-0.755757,0.161387,0.811855,0.424362,0.549566,-0.100645,-0.815428,0.480985,-0.075416,-0.697456,0.361764,0.673618,-0.367019,-1.559609,0.842892,0.007933,0.230883,0.012736,0.772445,-0.028937,0.342986,-0.09845,0.113606,0.060823,0.729422,-0.454008,-1.522019,0.147346,0.859729,0.494521,0.305357,0.678523,0.046422,-0.455836,0.122963,0.671051,-0.082758,0.350095,0.32948,-0.503484,0.437634,0.200413,-0.646384,0.014285,-0.338116,ALL
-0.158237,1.337492,-0.514746,1.644408,-0.175977,1.638123,-0.349226,-1.17232,-0.100238,1.983151,1.577369,-0.564244,0.277622,-0.679709,-0.028604,-0.456711,-0.883759,-0.118371,-0.311069,0.860946,-0.856533,1.871671,0.070992,-0.408257,-0.104184,-0.19995,0.013581,1.622377,1.584822,0.162961,0.047389,0.138391,-0.307599,-0.740954,-1.160123,1.069677,0.034058,0.892812,0.096875,0.742608,1.582621,0.699878,-0.475358,0.021949,1.14907,0.65901,0.73602,1.41818,0.53281,1.335395,1.010116,0.358306,0.447338,1.603869,-0.017582,-0.527695,1.48342,-1.576266,1.995916,2.623165,-0.277012,-0.623104,-1.943899,0.42883,0.483966,0.792372,0.596763,-0.115137,-0.260811,2.092612,0.677304,2.773189,1.376526,-1.544347,-0.172095,1.403565,0.198752,1.559633,2.076655,-1.836914,0.82605,-1.098902,-0.241007,-0.871882,1.428806,1.065567,2.275958,1.945507,1.370784,1.114913,0.13599,1.652024,2.029908,1.720225,-0.501004,-0.897328,1.818457,1.340639,-2.391789,0.323997,ALL
-0.040077,0.134694,-0.598525,0.077105,0.715961,1.668235,0.35962,0.185939,0.391686,-0.698945,-0.675046,-0.373347,-0.744861,-0.036593,0.294402,-0.361903,-0.555548,0.711897,0.618316,1.048818,1.073212,-0.508326,0.290368,0.180722,-1.701375,1.307479,-0.541953,-0.532309,0.079531,-0.603247,0.250583,-0.366818,-1.388658,-0.712902,-0.872702,-0.91876,-0.110468,-0.641818,0.381232,1.608988,-0.356034,0.958757,-0.433587,-0.543349,-0.538606,-0.065776,-1.423366,-0.818093,0.333082,-1.003173,0.97063,0.872998,-0.757456,0.212096,-0.418335,-0.174481,-1.725709,0.441685,-0.470666,-0.484491,0.261264,0.591744,1.315491,-0.144095,0.400291,-0.479627,-0.971532,0.311154,0.178155,-0.603899,-0.280513,-1.658238,-0.199928,0.445873,0.778885,-1.478679,0.483278,-0.548932,0.22776,0.485545,-0.265826,0.235915,0.184217,-1.265178,0.393727,-0.090664,-0.081437,-0.095683,0.814296,1.478151,-1.239315,0.128604,0.636475,-1.701698,0.877955,0.40986,-0.794184,0.492188,0.063016,-0.179312,ALL
-0.118807,0.590549,-0.459925,0.0535,-0.422824,1.067492,-2.292777,-0.151217,-0.495449,0.194006,0.437575,-0.680299,-0.957805,-0.779367,-1.108189,-0.640737,-0.954134,0.498858,-0.405129,1.287369,-0.177206,0.440567,-0.446639,0.060961,-0.484588,0.508673,-0.1046,-0.520531,0.444774,0.834513,-1.080809,-0.349054,-0.267827,0.283878,-0.606428,-0.118991,0.544074,1.11041,-0.372025,0.838845,1.086352,-0.74605,-0.522114,-0.517973,0.67172,-0.0205,0.072636,1.255306,0.732388,-0.249812,0.406058,0.51014,1.575723,-0.295669,-1.70553,-0.123442,0.741875,-1.466089,0.039534,-0.316659,0.250582,-1.364027,-0.102957,0.573778,1.722757,0.289676,1.159072,-0.140346,-0.155512,0.273455,-0.889328,0.771349,-0.196011,-1.106616,-0.30633,-0.781632,0.311446,-0.633743,0.687315,-1.177053,1.094064,-0.854036,-0.106035,-0.917239,-0.390092,1.180273,0.527541,2.771366,0.982362,0.832042,0.42887,0.594006,0.350095,-0.768973,-0.395523,0.414827,-0.28254,0.604176,-0.252207,-0.26117,ALL
0.455742,0.554843,-0.438434,0.442376,-0.232206,-0.105017,-0.756446,-0.658774,-0.064131,0.892377,0.905755,0.140175,0.384463,-0.044096,0.40883,0.546859,-1.164843,1.003345,1.2677,-0.406492,0.306628,0.511709,-0.187073,0.226689,0.706164,0.2128,-0.499618,0.563087,0.145231,0.857899,0.091934,0.076921,-0.100296,-0.051843,0.40873,-0.059305,-0.091928,0.822464,0.318199,0.559147,1.417654,-0.103717,-0.333078,-0.3688,0.832323,0.544279,0.637046,0.940686,-0.279743,-0.058446,1.098885,0.088567,0.569928,1.80287,0.076329,-0.270251,1.059718,0.398851,1.080485,0.570632,0.141489,0.158766,0.296588,1.48722,-0.016714,2.176899,0.508589,-0.047816,0.477811,0.667488,-1.48192,1.048786,0.820732,0.438616,0.09404,1.474749,0.410033,0.860771,0.418357,0.392334,0.599893,0.060234,0.412312,-0.604737,1.004603,-0.415634,0.991543,1.192754,1.477038,-0.341238,0.054943,0.018661,0.69041,0.75645,-0.503484,0.426093,0.196633,-0.951591,0.657918,0.052189,ALL
-0.483761,-0.675141,-0.529335,0.161905,-0.372815,0.975795,-0.167454,-0.139387,-0.660391,0.889097,1.131666,-0.899113,-0.45531,-0.131855,-0.282225,-0.610736,-0.49608,-0.805777,-0.560754,-0.140319,-1.016334,-1.048253,-0.467104,0.01459,-0.127424,-0.368774,0.431916,-0.325531,0.34937,-0.219017,-0.966163,-0.678486,-0.242077,-0.699056,-0.043325,1.229486,1.813894,-0.699116,-0.984025,1.081916,-1.406737,-0.252372,-0.555837,-0.057523,-1.256364,-1.384939,-1.027097,-0.322419,-0.419039,-0.380066,-1.158726,-0.479159,-0.726244,0.193332,-0.862137,0.070808,-0.550636,-0.06378,-0.000083,-0.479794,-1.664614,0.747641,-0.140425,-0.460076,-0.07868,-0.620879,-0.517251,0.317802,-0.324473,-0.442098,0.715202,0.514281,0.503995,-0.272804,-0.756956,-0.007744,0.72612,-0.64798,0.570082,0.056846,1.30657,-1.6539,-0.709156,0.046361,-0.766947,-0.380228,-0.749217,0.076937,0.925024,1.460019,0.280231,0.580914,0.07026,0.162858,-0.271099,0.257311,-0.048758,0.409512,1.083411,-0.469884,ALL
-1.381565,1.415731,-0.575988,1.688868,-0.096567,0.590568,-0.033924,-0.272192,-0.490985,1.387546,1.46421,-0.225149,-0.317798,-0.396234,0.074112,-0.013543,-1.683651,-0.207613,-0.04846,1.024654,0.521596,1.238369,-0.075172,-0.689857,-0.665426,-0.277614,0.10611,1.178125,1.065322,1.412385,-0.007505,-0.372774,-0.26063,0.387106,-1.222318,1.231657,0.146411,0.92661,0.590459,1.084987,1.591798,0.356747,-0.43186,-1.265506,1.08686,0.475109,1.124288,1.081489,-0.290134,1.11611,1.729508,-0.322082,1.110215,1.637143,-0.033791,-1.037662,1.277717,-0.963717,1.376389,1.547407,0.291262,0.564507,-0.231292,1.556466,1.021161,1.518069,0.569737,1.052106,-0.749634,1.158696,0.103095,1.338169,1.296138,-1.23219,-0.435999,1.469753,0.270265,2.396105,0.428663,-0.870253,0.478019,0.158689,0.472702,-0.352578,1.411103,0.443152,1.564644,0.915354,0.852207,0.741592,0.455571,0.337511,1.49011,0.899074,-0.568482,-0.850004,2.171508,-0.448405,-0.180939,-0.298158,ALL
-0.396571,2.232537,-0.495894,1.212169,-0.162696,2.332068,0.120639,-0.224046,-0.117687,1.45821,2.564779,0.582705,-1.494081,-2.974705,0.092522,-0.506996,-1.176821,0.198951,-1.5702,1.486251,0.203853,2.010384,-0.943072,-0.062519,-0.47975,-0.947134,1.027799,1.591873,1.244168,1.406079,-2.037262,-0.14004,-0.246079,-1.226631,-0.522757,1.560471,1.806691,1.490379,0.103087,1.204564,2.126659,-0.951272,-3.1512,-0.10595,1.978001,0.701101,1.514568,1.687812,0.220861,2.133404,2.136332,0.783699,2.348164,2.549987,1.082315,-0.446086,2.597462,-0.686973,2.264255,2.284474,0.19992,0.98275,-1.149715,2.021671,1.538023,1.440347,2.039581,3.406166,-0.332629,-0.071146,-0.377974,1.883761,2.309217,-0.565981,-0.383889,2.405209,0.940218,1.388818,1.709305,-0.715222,1.647356,-0.490976,-0.333514,0.186448,2.456046,2.047606,1.757706,1.07589,1.746316,2.097285,1.561437,1.831536,2.563753,1.111646,-0.482938,-0.334375,1.535829,-1.553983,-1.264869,-0.383462,ALL
-0.258916,-0.441079,-0.484422,-0.316827,-0.240248,-0.050275,-0.630863,-1.504319,-0.831161,0.48397,0.400924,-0.672868,0.43989,-0.850998,-0.470317,-0.472138,-0.378729,-1.194311,0.449789,-0.997808,-1.731458,-0.140829,-1.632303,-0.715241,-0.83799,-0.567384,-0.89849,-0.193249,0.731082,1.666604,-0.339646,-0.850406,-0.333775,-1.544808,-0.13216,-0.240888,-0.550068,0.749499,-0.388716,0.037165,0.101325,-1.008955,-0.436309,-0.141365,1.267462,-0.697478,1.203868,1.269302,-0.452681,0.214529,-0.556224,-0.872346,1.179837,0.082103,0.094458,0.065734,-0.310091,-1.144273,0.514782,0.738796,-0.869103,-0.940409,-1.298649,-0.412489,-0.460085,0.219112,0.416407,-0.7413,-0.300277,1.0964,-1.159162,-0.009393,-0.394677,-1.863858,-0.813125,-0.21314,-0.27993,-0.377159,-0.751946,-1.152577,0.210356,-0.074036,-0.792885,-0.976628,-0.321982,-0.16684,0.700005,0.397934,-0.217487,0.749603,-0.696168,0.088984,-0.860301,-0.205844,1.354377,-0.823139,-0.564954,-0.359578,-1.193935,0.420262,ALL
0.289238,-0.63182,1.288704,-1.346892,0.549195,-1.182209,0.218081,0.24895,0.949319,-0.929663,-1.024516,0.170086,1.891252,1.602791,0.733704,1.631722,0.2407,0.863876,1.598536,-0.752716,-0.223866,-0.930474,-0.183218,0.893155,1.139125,0.91868,0.963556,0.174052,-2.454271,-1.378048,0.08189,1.498877,2.589382,0.59122,1.617036,-1.112351,-0.46541,-0.841166,0.557626,-1.194832,-2.370379,0.01495,2.973499,-0.067139,-0.544207,1.114888,-0.491273,-1.253894,1.126138,-0.600676,-1.275155,0.346614,-0.726244,-0.090981,0.550902,-0.609557,0.41164,0.752533,-0.855884,-0.565296,0.882773,1.417351,1.56204,-1.188524,-1.16806,-0.085498,-0.789429,-0.316202,0.385048,-0.713298,0.550276,-1.110667,0.33477,0.186256,-0.703223,-0.050461,0.022174,-0.506883,-0.650035,0.452587,-0.23637,0.412172,1.606228,1.302049,-0.904211,-0.911195,-1.586002,-0.865424,-1.598678,-1.212951,0.280231,-0.154525,0.383932,-0.853731,-0.453943,0.658412,-0.556874,-0.464352,0.248078,0.27346,AML
