@relation 'DT_Prostate Cancer_RAW_1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N7-F2-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,15,18-19,24-25,27,30,34-36,39-40,43-44,48,50,57,62,65-66,71,73,80-83,87,93,95,97,99,101-102,104,109,112,116-117,121,123,128-132,134-135,137-139,142-144,146,151-152,158,161,163,165-166,168,170,173,175-176,179,182,186-189,191-192,196-198,200,206-207,214,220,224,230-231,235,240-241,243-244,248,250,257,262-263,265-266,268,270,277,279,289,292,294,300,302,308,310,312-313,317,320-322,327,330,332,334-335,339-340,344,346-347,351,356,358-360,371,374,379-380,385,388-389,391,393-395,401,407-408,410,412,414-416,418,429-433,435,437,442,447,450,454,456-457,460,464,467-468,471,479,486,488,491-492,494,496,498,500,502,508,510-511,516,521-524,527,529-530,532-535,537-538,542,548,552,554,556,562-564,567,573,575,582,586,593,597-598,600,603-604,606,608,610,612-614,618-619,621,625,632,644,653,656,658-659,661-663,668-669,671-673,675,677-678,681-682,685-686,689-692,695,699-701,713-714,717-722,728,731,733,736-737,747,750-752,754,758-759,764,770,780,784,786,789,791-793,795,797,801-803,805-807,810,815-816,820-821,826-827,829,831-832,835,838-839,841-844,846,848,859,861,863-864,868-870,873,876,878-879,885,887-889,894,899,901,903,905-906,909-910,912,914-915,921,926-927,929,932,934-936,940,944,953,956,958,962-963,968-969,972-973,975,981,987-988,993,995,997,999,1003,1007,1009-1010,1012,1015,1017-1019,1022,1025-1026,1028,1031,1036-1037,1051-1052,1056-1057,1061,1063,1068,1072,1075,1082-1086,1088-1089,1091,1093,1095-1096,1103,1107,1109,1111,1113,1115-1117,1120,1123,1125-1126,1128,1130,1138-1139,1141,1146,1149-1150,1160,1164,1167-1168,1170,1176-1178,1181,1184,1186-1187,1191-1192,1194,1196-1199,1202,1223,1227,1230,1233,1236,1238-1239,1242,1245-1246,1248,1253,1256,1258,1261,1263-1264,1267,1271,1277-1278,1280,1282-1283,1287,1291,1294,1297,1301,1303,1305,1309,1312,1314-1317,1324,1326,1333,1338,1341,1343-1346,1349-1350,1352,1355,1358-1359,1363,1367,1373,1376,1379,1382,1384,1389-1390,1393,1395,1397,1399-1400,1409,1412,1414,1417-1420,1423,1426-1427,1435-1436,1438-1440,1442,1444,1446-1448,1452-1453,1462,1465,1471-1473,1475,1477-1478,1480,1488,1490,1494,1500,1502,1504-1505,1509,1512-1513,1516,1519,1524,1529,1531,1534-1535,1537,1541,1545,1548,1551,1560,1564-1565,1569,1571-1573,1580-1582,1585,1589,1591,1593,1595-1596,1598-1599,1603,1608,1613,1615,1618,1623,1632,1637,1639,1643,1649-1650,1653,1655,1659,1664-1666,1668,1675-1676,1687,1689,1693,1698,1702,1711-1712,1714,1716-1717,1719-1722,1725-1726,1729,1732,1735,1737,1739,1742-1743,1745-1746,1751,1753,1756,1759,1761,1765,1767,1773-1774,1778,1780-1781,1783-1784,1786-1787,1791,1793-1794,1799-1801,1815,1818,1821,1823,1825,1831,1834,1839,1843,1850-1851,1853,1856,1864,1867,1871,1873,1880,1882-1883,1887-1890,1893,1899,1902,1904,1906,1908,1913,1915,1918,1924,1926-1929,1932-1933,1937-1938,1942,1944-1945,1952-1953,1958-1959,1961-1963,1966,1978,1980-1982,1985-1986,1990-1991,1997,2000-2001,2003,2007-2008,2012,2023,2026,2032,2036,2038,2041,2046,2048,2050,2052,2058,2065,2068,2074,2077,2081,2083-2084,2086-2087,2089-2090,2092,2094-2095,2097-2099,2101,2104-2105,2107,2110-2112,2114,2116-2117,2120,2122,2124,2129,2131,2136-weka.filters.unsupervised.attribute.Remove-V-R106,213,618,18,2,391,166,524,82,702,432,448,475,605,470,226,409,205,689,578,502,507,458,668,49,98,413,175,269,544,757'

@attribute 31791_at numeric
@attribute 33825_at numeric
@attribute 40282_s_at numeric
@attribute 1295_at numeric
@attribute 103_at numeric
@attribute 36939_at numeric
@attribute 32783_at numeric
@attribute 38751_i_at numeric
@attribute 216_at numeric
@attribute 41741_at numeric
@attribute 37394_at numeric
@attribute 37720_at numeric
@attribute 38127_at numeric
@attribute 40161_at numeric
@attribute 38087_s_at numeric
@attribute 33989_f_at numeric
@attribute 37028_at numeric
@attribute 33558_at numeric
@attribute 41460_at numeric
@attribute 39473_r_at numeric
@attribute 38504_at numeric
@attribute 38634_at numeric
@attribute 37919_at numeric
@attribute 41172_at numeric
@attribute 1740_g_at numeric
@attribute 31557_at numeric
@attribute 37068_at numeric
@attribute 33027_at numeric
@attribute 34987_s_at numeric
@attribute 39032_at numeric
@attribute Class {normal,tumor}

@data
-0.483074,-1.88939,-0.191966,1.319393,0.544718,-0.337803,0.850946,0.249873,-0.889298,0.51474,-0.492932,1.1821,0.578437,1.894637,0.691099,-0.790627,1.683542,-0.71112,0.813889,-0.452998,-0.474874,0.492138,-0.673808,-0.900144,0.920859,0.599933,0.573899,-0.382344,0.946231,-0.247763,tumor
-1.448074,0.459844,0.525675,0.704492,1.636417,-0.206646,-1.494405,0.783328,0.131117,0.51474,-0.28328,0.747372,0.726895,0.127926,0.759897,0.811965,-0.706798,-1.189121,-0.054948,-0.579068,-0.645255,0.120819,-0.491791,0.995771,1.081463,0.599933,1.000946,-0.997439,-0.38951,0.119309,tumor
-1.699229,0.391739,-0.840007,0.108048,2.357512,-0.532244,1.247808,-0.311681,0.256138,0.51474,0.610487,0.961539,-0.598338,1.905355,-0.538253,1.366567,1.055461,-0.201148,0.064265,-0.168626,-0.355048,-0.745395,-0.801244,0.995771,1.365849,0.599933,1.527942,-0.805323,0.66033,1.264376,tumor
-1.124643,-0.091985,0.805236,0.518708,-0.360411,0.199401,-0.296859,1.066873,0.525156,0.51474,1.035147,0.062712,-1.45285,-0.200708,0.789334,-1.405627,0.968253,0.271577,-0.181205,-0.285124,-0.220134,1.441426,-0.462469,-1.622182,-1.191604,0.599933,-0.330404,-0.213541,-1.114128,0.345706,tumor
-0.665587,-0.95776,0.818599,-1.563514,0.01242,0.483685,-0.214412,0.424473,-0.245383,-2.272272,-0.27232,-1.412369,-1.160838,0.180757,1.230245,-0.354743,-0.675927,0.937937,-0.822117,-0.077896,0.845863,0.691102,0.468662,-1.288657,-0.990206,0.599933,0.082397,0.930407,-1.07489,-1.516165,normal
0.372344,-0.811451,-0.80363,-1.291508,0.466341,0.806958,-0.116802,-1.798115,-0.94948,-1.855225,-1.097456,-1.644267,-1.119794,0.534303,-0.840296,-0.053844,-0.693248,0.54185,-1.023242,1.10014,1.918823,-0.993212,0.830391,-0.916231,-1.039856,-2.311147,0.163418,1.638144,-0.993588,-1.725248,normal
-0.937173,-0.232166,1.375655,0.624837,-0.355266,2.192992,1.294188,0.860959,1.170337,0.51474,0.979621,-0.340834,-0.213945,-0.630599,1.673309,-0.659371,0.854844,0.27546,-0.006593,-0.321473,1.448273,1.631106,0.856167,-1.490167,-1.480838,0.599933,-0.599235,-0.497571,-0.015079,-0.191123,normal
0.813827,0.473337,1.519071,0.751729,-2.758169,-1.896791,1.747616,-0.009065,1.170337,0.51474,1.875502,0.484739,1.231009,-1.502105,1.219841,0.922242,1.628252,-1.24495,1.528696,-1.152711,-1.429703,1.838701,1.928025,0.832941,-0.354227,0.599933,-0.631759,-1.039511,1.334214,0.164901,normal
0.735288,-1.047214,1.043281,-1.20555,-0.051439,1.640912,-0.420677,0.87552,1.170337,0.51474,0.071336,-0.373805,0.90601,-0.246357,1.000316,-0.282782,-0.763556,0.902672,-0.769302,1.491676,0.480509,0.670626,-0.087987,-0.501502,-1.116675,0.599933,-0.269312,0.791209,-1.130126,0.573639,normal
0.419916,-1.207351,-0.844387,-1.877723,0.608838,0.788145,-0.257261,-2.44011,-1.390581,-2.394865,-1.273052,-1.686006,-1.141834,0.307174,-1.011198,0.221401,-0.603949,0.822499,-1.802132,-0.167022,1.433473,-1.068645,0.529223,-1.139423,-1.035482,-2.312947,0.385831,1.698676,-1.107466,-1.759591,normal
-1.354948,-1.045222,1.669896,-0.173752,-0.126794,2.081315,-0.424459,-0.637564,1.170337,0.51474,0.362761,-0.876403,-1.179768,0.030228,1.56375,-1.211941,-0.256338,0.550621,-0.94005,-0.192831,1.587584,1.24443,0.126933,-1.706375,-1.280359,0.599933,0.113033,0.944656,-0.982078,-0.183279,normal
-0.887301,0.821855,0.434067,0.794915,-0.581747,-0.260901,0.818905,1.066873,0.584601,0.51474,-0.02971,0.336811,1.350232,2.017082,0.75889,-1.90938,0.943704,-1.235516,0.513883,0.789501,-0.481422,-0.057592,-0.861853,0.831994,1.365849,0.599933,-0.550262,-1.425395,0.627922,0.50788,tumor
-1.682525,0.920099,-0.881116,1.30674,1.599193,-2.065915,-0.908945,0.531569,-0.971055,0.51474,0.693608,1.1821,1.070145,-0.584617,-0.827689,1.698542,0.774793,-1.764447,1.535645,-2.279555,-1.956735,-0.78807,1.997486,0.995771,1.365849,0.599933,2.089386,-1.069944,1.382564,1.264376,tumor
-1.124643,-0.091985,0.805236,0.518708,-0.360411,0.199401,-0.296859,1.066873,0.525156,0.51474,1.035147,0.062712,-1.45285,-0.200708,0.789334,-1.405627,0.968253,0.271577,-0.181205,-0.285124,-0.220134,1.441426,-0.462469,-1.622182,-1.191604,0.599933,-0.330404,-0.213541,-1.114128,0.345706,tumor
0.192402,1.120419,0.611432,1.279016,-1.189351,-1.394049,-1.55503,0.501312,1.124948,0.51474,0.151247,1.06197,0.624179,-1.52814,-0.958052,1.042563,1.551284,-1.385015,1.657789,-2.97655,-0.770446,-0.147295,1.035796,0.995771,1.365849,0.59422,0.359216,-0.890818,1.338735,0.238616,tumor
0.396472,1.675449,-0.773948,-0.026646,-0.183406,-0.276602,-0.820339,-1.339224,-0.153637,0.51474,0.659813,0.062241,-0.757484,-0.420445,-1.03493,1.204044,1.411402,0.726145,-0.095192,-0.342302,-0.152885,-1.02323,-0.599599,0.995771,0.813544,0.034347,0.350911,-0.247272,-0.018729,0.971581,tumor
0.600237,1.45906,-0.809071,-0.209701,-0.103725,0.115481,-0.364174,-1.127053,-0.923037,0.51474,-0.382966,0.518944,-0.189794,0.212124,-0.910916,0.009401,-0.718889,1.559567,0.085206,0.023377,0.39495,-1.048839,0.010385,0.925274,0.664728,-1.160809,-0.382273,0.925269,-0.931448,0.046362,tumor
0.549494,1.219769,0.160364,1.712789,0.994988,-1.07962,-0.646802,-0.760867,0.45512,0.51474,0.81696,1.1821,0.561311,-0.585954,-0.928546,1.815525,1.759672,-1.088417,1.753628,-0.296963,-1.774852,-0.341469,0.855222,0.995771,0.649733,-0.102533,0.3954,-1.773591,1.029462,1.057697,tumor
0.133688,-1.514744,-0.850623,0.029168,-0.691924,-0.405621,1.78553,-0.38126,0.504427,0.51474,0.373995,0.010935,1.721717,-0.558902,-1.042647,1.214163,-0.212554,-0.576361,-0.140116,-0.167694,-0.283531,-0.397845,-0.889846,0.995771,1.096186,0.599933,-0.957952,-0.349988,0.749357,1.124721,normal
0.944325,-0.627794,0.880805,-0.065092,-0.207976,0.146455,-0.439291,-0.376733,1.170337,0.51474,-0.394666,-1.333418,-0.208619,0.069049,0.631847,-0.46844,-1.235632,0.252224,-1.937719,-0.102269,0.075906,0.954764,0.022642,-1.034341,-1.392171,0.353248,0.235734,0.930209,-1.005059,-0.742766,normal
2.021754,0.076945,1.414731,0.847351,-0.875056,1.134917,1.567762,0.11896,1.170337,0.51474,1.03015,-0.058788,1.579691,-1.547437,1.48351,-1.590469,-0.975323,-0.110436,0.482548,1.176164,-0.831405,1.3291,-1.034192,0.571863,-0.502979,0.599933,-0.96136,-0.072491,0.646695,0.913864,normal
0.631215,-0.118845,0.917238,-1.27221,0.121325,0.645145,-0.348332,1.066873,0.101281,0.416348,-0.21355,-1.215808,-0.558559,0.415859,1.11317,-0.238083,-0.555124,0.748907,-1.23436,1.298207,0.967218,0.907248,0.388879,-0.863532,-1.283334,0.599933,0.266163,0.726769,-1.198906,-1.046343,normal
0.944325,-0.627794,0.880805,-0.065092,-0.207976,0.146455,-0.439291,-0.376733,1.170337,0.51474,-0.394666,-1.333418,-0.208619,0.069049,0.631847,-0.46844,-1.235632,0.252224,-1.937719,-0.102269,0.075906,0.954764,0.022642,-1.034341,-1.392171,0.353248,0.235734,0.930209,-1.005059,-0.742766,normal
0.956251,-1.033971,0.228089,0.2492,-0.150275,0.099638,-0.612209,0.069673,1.170337,0.51474,0.916759,-0.514401,-0.02146,-0.328468,0.615893,-0.302954,-0.682307,0.048256,-0.121941,0.577918,0.867623,1.109113,0.17552,0.023058,-0.425153,0.599933,-0.272531,1.043898,-0.261251,-0.985061,normal
1.426562,0.00093,1.641277,1.353359,-2.242477,-0.943442,1.794882,0.278599,1.170337,0.51474,1.833271,0.245694,1.153282,-0.955897,1.517779,-0.240855,1.392115,-1.161407,2.038494,-0.539308,-1.011849,1.548591,1.608529,0.995771,-0.005302,0.599933,-0.326397,-1.774838,1.544063,-0.20494,normal
0.396472,1.675449,-0.773948,-0.026646,-0.183406,-0.276602,-0.820339,-1.339224,-0.153637,0.51474,0.659813,0.062241,-0.757484,-0.420445,-1.03493,1.204044,1.411402,0.726145,-0.095192,-0.342302,-0.152885,-1.02323,-0.599599,0.995771,0.813544,0.034347,0.350911,-0.247272,-0.018729,0.971581,tumor
-0.573019,1.007652,0.077086,-1.004116,0.224025,-1.389059,-0.745532,-0.022538,-0.766224,0.51474,-0.024939,1.1821,0.882821,-0.276031,0.383454,1.310853,1.079528,-1.17275,0.555336,-1.342255,-1.243382,0.049897,-2.195951,0.908037,0.950846,0.599933,2.019438,-0.841976,1.198021,1.264376,tumor
0.673365,0.275856,-0.903997,0.430678,-1.134065,-1.023639,-1.734952,-0.292427,0.389677,0.443141,-0.497355,0.402265,0.86169,-1.453795,-1.303925,0.587946,1.548647,-0.224125,0.867181,-0.155001,-1.395605,-0.483956,-1.587623,0.995771,0.488245,-0.051724,-1.738568,-0.079499,0.623069,1.264376,tumor
-0.688436,1.194367,-1.35849,0.509545,0.767042,-0.498351,-1.395839,-0.071549,-1.267416,0.51474,-0.573542,1.1821,-1.487974,-0.978724,-1.177614,1.771601,-0.012226,-0.172739,0.049651,-0.500324,-0.353848,-1.700525,-1.336087,0.995771,1.365849,0.599933,-0.799643,-0.447276,-0.028954,1.264376,tumor
-0.688436,1.194367,-1.35849,0.509545,0.767042,-0.498351,-1.395839,-0.071549,-1.267416,0.51474,-0.573542,1.1821,-1.487974,-0.978724,-1.177614,1.771601,-0.012226,-0.172739,0.049651,-0.500324,-0.353848,-1.700525,-1.336087,0.995771,1.365849,0.599933,-0.799643,-0.447276,-0.028954,1.264376,tumor
1.85692,1.675449,0.286567,0.901178,1.901104,-1.229565,1.169536,-0.133277,0.821263,0.51474,0.825558,0.781447,0.8163,1.978454,0.382973,-1.42193,0.710958,-0.873502,1.190596,-0.506265,-1.825124,0.26481,-0.762843,-0.117853,0.597615,0.599933,0.427721,-0.373719,0.614954,1.208654,tumor
-0.435213,-0.771279,-1.388597,-0.967084,-0.185821,-0.197313,-0.647473,0.957964,-1.255365,0.112259,-0.832756,1.1821,-0.479214,-0.242502,-1.079446,-0.389235,-1.319104,1.731798,-0.360942,1.106761,0.193113,-1.360374,-0.643205,-0.287926,1.365849,0.155762,-0.961666,1.076244,-0.927512,-0.839092,tumor
